Name,SiteDescription,Administrator,Licensee,Address,City,State,Zip,County,Email,TelephoneNumber
MOM'S HOUSE,RESIDENTIAL CARE ELDERLY,"MCINTYRE, CARMEN ROSA","MCINTYRE, CARMEN ROSA",8596 ATLAS VIEW DRIVE,SANTEE,CA,92071.0,SAN DIEGO,,(619) 562-5370
MOUNTAIN VIEW MANOR,RESIDENTIAL CARE ELDERLY,"CASTELLANOS, JENNY",EVERSAILING MANAGEMENT LLC,1178 EVERGREEN LANE,VISTA,CA,92084.0,SAN DIEGO,,(760) 630-8122
LIFE SAVER PLACE OF ESCONDIDO,RESIDENTIAL CARE ELDERLY,"LAYGO, MARY JANE E","BALANQUIT, ZALDY",2234 CORTINA CIRCLE,ESCONDIDO,CA,92029.0,SAN DIEGO,,(858) 284-9114
CASA DE VIDA SENIOR LIVING II,RESIDENTIAL CARE ELDERLY,"ATKINSON, LAURENE",CASA DE VIDA SENIOR LIVING LLC,4560 TROY LANE,LA MESA,CA,91942.0,SAN DIEGO,,(619) 466-1220
MARIPOSA MANOR,RESIDENTIAL CARE ELDERLY,"WELKER, KELLY",WEALTHPLUS MANAGEMENT GROUP LLC,2525 REED ROAD,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 294-7011
HERITAGE HILLS,RESIDENTIAL CARE ELDERLY,MICHAEL MCCOY,HAWKES O-SIDE 1 LLC; BAYSHIRE LLC,2108 EL CAMINO REAL,OCEANSIDE,CA,92054.0,SAN DIEGO,,(760) 206-7930
KINGS CARE ASSISTED LIVING LLC,RESIDENTIAL CARE ELDERLY,"YERKO, MARK",KINGS CARE ASSISTED LIVING LLC,247 PRESLEY PLACE,VISTA,CA,92083.0,SAN DIEGO,,(760) 643-1557
LOVING HANDS SENIOR CARE,RESIDENTIAL CARE ELDERLY,"WILDFONG, MARIA",WILDFONG ENTERPRISE LLC,3245 STAR ACRES DRIVE,SPRING VALLEY,CA,91978.0,SAN DIEGO,,(619) 303-3862
IVY PARK AT SABRE SPRINGS,RESIDENTIAL CARE ELDERLY,ROBERT DAYNESS,WELLTOWER OPCO GROUP LLC;OAKMONT MNGMNT GROUP LLC,12515 SPRINGHURST DR,SAN DIEGO,CA,92128.0,SAN DIEGO,,(858) 391-9160
LA JOLLA CASA PACIFICA,RESIDENTIAL CARE ELDERLY,"COOK, KATHRYN",ELANI WEST LLC,5468 PACIFICA DRIVE,LA JOLLA,CA,92037.0,SAN DIEGO,,(858) 500-2747
LA JOLLA CASA FIESTA,RESIDENTIAL CARE ELDERLY,"COOK, KATHRYN",ELANI WEST LLC,5426 AVENIDA FIESTA,LA JOLLA,CA,92037.0,SAN DIEGO,,(858) 412-3987
BLUEBERRY HILL MANOR,RESIDENTIAL CARE ELDERLY,"DIZON, CAROLINA",PACHIRA LLC,13227 BLUEBERRY HILL LANE,VALLEY CENTER,CA,92082.0,SAN DIEGO,,(760) 518-8508
RIGHT CHOICE SENIOR LIVING UNIVERSITY CITY,RESIDENTIAL CARE ELDERLY,"BROOKS, TODD",RIGHT CHOICE SENIOR LIVING LLC,6749 RADCLIFFE DRIVE,SAN DIEGO,CA,92122.0,SAN DIEGO,,(619) 246-2003
COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE C4,RESIDENTIAL CARE ELDERLY,"SOLTEZ, ANTONIO",COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE INC,1453 SAN BENITO DRIVE,SOLANA BEACH,CA,92075.0,SAN DIEGO,,(858) 922-9906
OHANA CARE HOME,RESIDENTIAL CARE ELDERLY,"ISO, SEIKO",OHANA CARE LLC,8569 INNSDALE LANE,SAN DIEGO,CA,92114.0,SAN DIEGO,,(619) 259-2125
NIR COMMUNITY I,RESIDENTIAL CARE ELDERLY,SYEEDA AKHTER-RAHMAN,NIR GROUP LLC,10163 EMBASSY WAY,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 414-5095
SOLARIS 28,RESIDENTIAL CARE ELDERLY,"RIVERA, VON",WEALTHPLUS MANAGEMENT GROUP LLC,14528 GARDEN RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 883-5945
SOLARIS 30,RESIDENTIAL CARE ELDERLY,"ARCA, LUCIA",WEALTHPLUS MANAGEMENT GROUP LLC,14530 GARDEN RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 883-2680
SOLARIS 36,RESIDENTIAL CARE ELDERLY,"ARCA, LUCIA",WEALTHPLUS MANAGEMENT GROUP LLC,14536 GARDEN RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 842-4246
SOLARIS 48,RESIDENTIAL CARE ELDERLY,VON RIVERA,WEALTHPLUS MANAGEMENT GROUP LLC,14548 GARDEN RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 842-4246
SOLARIS 34,RESIDENTIAL CARE ELDERLY,"RIVERA, VON ALLANNE",WEALTHPLUS MANAGEMENT GROUP LLC,14534 GARDEN RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 883-2707
KELLY'S FOOTHILL VILLA,RESIDENTIAL CARE ELDERLY,KELLY WELKER,K&K SENIOR CARE SPECIALISTS INC,1152 SAL LANE,VISTA,CA,92084.0,SAN DIEGO,,(760) 295-3523
SENIORS DIGNITY HOME AND CARE,RESIDENTIAL CARE ELDERLY,"ALOZIE, EDWARD",EDWARD A. ALOZIE,966 BOLLENBACHER STREET,SAN DIEGO,CA,92114.0,SAN DIEGO,,(619) 957-6133
ACORN OAKS MANOR I,RESIDENTIAL CARE ELDERLY,"LIMPIN, ALEXANDER",AOM ASSISTED LIVING MANAGEMENT LLC,6207 ACORN ST,SAN DIEGO,CA,92115.0,SAN DIEGO,,(619) 265-8416
ACORN OAKS MANOR II,RESIDENTIAL CARE ELDERLY,"LIMPIN, ALEXANDER",AOM ASSISTED LIVING MANAGEMENT LLC,6217 ACORN ST,SAN DIEGO,CA,92115.0,SAN DIEGO,,(619) 265-8416
OCEANSIDE ELDERLY CARE HOME 448,RESIDENTIAL CARE ELDERLY,"ALVI, MUHAMMED",VAST OCEANSIDE INC,448 FOUSSAT RD,OCEANSIDE,CA,92054.0,SAN DIEGO,,(760) 807-8585
OCEANSIDE ELDERLY CARE HOME 452,RESIDENTIAL CARE ELDERLY,"ALVI, MUHAMMED",VAST OCEANSIDE INC,452 FOUSSAT RD,OCEANSIDE,CA,92054.0,SAN DIEGO,,(760) 529-9257
HOME AWAY FROM HOME ELDERLY CARE,RESIDENTIAL CARE ELDERLY,"NIMER, ROSANA S",HOME AWAY FROM HOME ELDERLY CARE LLC,11025 AVENIDA DEL GATO,SAN DIEGO,CA,92126.0,SAN DIEGO,,(619) 846-1924
SUNVIEW GARDENS,RESIDENTIAL CARE ELDERLY,"ARCANGELI, FELICITY",FLASH APPRAISAL SERVICES LLC,14227 MIDLAND RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 342-9431
LA JOLLA VISTA,RESIDENTIAL CARE ELDERLY,GLORIA ORTALIZ-FISHER,"ELANI WEST, LLC",5720 DESERT VIEW DRIVE,LA JOLLA,CA,92037.0,SAN DIEGO,,(858) 732-0057
KELLY'S VISTA VILLA,RESIDENTIAL CARE ELDERLY,KELLY WELKER,"WELKER, KELLY",1691 LONE OAK ROAD,VISTA,CA,92084.0,SAN DIEGO,,(760) 295-7102
EAGLES NEST ELDERCARE HOMES INC,RESIDENTIAL CARE ELDERLY,"CALHOUN, KEVIN",EAGLES NEST ELDERCARE HOMES INC,1983 DREW RD,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 755-7423
"LA CRUZ SENIOR CARE, INC",RESIDENTIAL CARE ELDERLY,"CRUZ, LINDA","LA CRUZ SENIOR CARE, INC",1882 EUCLID AVENUE,EL CAJON,CA,92019.0,SAN DIEGO,,(619) 729-1842
ROSE GARDEN,RESIDENTIAL CARE ELDERLY,"CORPUZ, ROLANDO",WEALTHPLUS MGT GRP & GODM INVEST GP OF ROSE GARDEN,1266 PLEIADES DR,VISTA,CA,92084.0,SAN DIEGO,,(760) 659-6397
RIGHT CHOICE SENIOR LIVING CLAIREMONT,RESIDENTIAL CARE ELDERLY,TODD BROOKS,RIGHT CHOICE SENIOR LIVING LLC,4929 MOUNT LONGS,SAN DIEGO,CA,92117.0,SAN DIEGO,,(619) 246-2003
TWIN OAKS GARDEN III,RESIDENTIAL CARE ELDERLY,"LUKIC, TANJA DRAGANA","LUKIC, TANJA DRAGANA",1950 EDWIN LANE,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 803-7218
A CARING HEART RESIDENCE,RESIDENTIAL CARE ELDERLY,MONICA R. ALLAN,"A CARING HEART RESIDENCE, INC.",371 E. MILLAN STREET,CHULA VISTA,CA,91910.0,SAN DIEGO,,(619) 585-4778
SERENITY VILLA,RESIDENTIAL CARE ELDERLY,IRENE PALAD,SENIOR COMFORT CARE CORP.,228 IRON DRIVE,VISTA,CA,92083.0,SAN DIEGO,,(760) 758-9990
CHULA VISTA HOME CARE,RESIDENTIAL CARE ELDERLY,EVA PARAS,LYNELL LOURDES GERONA,1287 TOBIAS DRIVE,CHULA VISTA,CA,91911.0,SAN DIEGO,,(619) 761-9472
RENAISSANCE LIVING,RESIDENTIAL CARE ELDERLY,RICHARD EDWARDS,IJT9112 AND ASSOCIATES LLC,9112 WAKARUSA STREET,LA MESA,CA,91942.0,SAN DIEGO,,(619) 741-2499
GRAND VILLA,RESIDENTIAL CARE ELDERLY,"MALCHOW, LAURA","MALCHOW CHIROPRACTIC, INC.",300 AMPARO DR,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 294-2006
NOBLE LIVING II LLC,RESIDENTIAL CARE ELDERLY,"BUNNELL, DEBRA",NOBLE LIVING II LLC,505 HILLS LANE DR,EL CAJON,CA,92020.0,SAN DIEGO,,(619) 938-4984
UNLICENSED - EDITA CARLSON,RESIDENTIAL CARE ELDERLY,EDITA CARLSON,EDITA CARLSON,520 CARDIFF STREET,SAN DIEGO,CA,92114.0,SAN DIEGO,,(999) 999-9999
LUCIE'S COZY COTTAGE,RESIDENTIAL CARE ELDERLY,"FLECK, KEVIN","CARING COTTAGE, LLC.",7909 WESTERN TRAILS DRIVE,EL CAJON,CA,92021.0,SAN DIEGO,,(619) 749-7363
POINT LOMA ELDER CARE,RESIDENTIAL CARE ELDERLY,GAURAV RATHI,VAS INVESTMENT INC,3941 LIGGET DRIVE,SAN DIEGO,CA,92106.0,SAN DIEGO,,(619) 255-6448
ANGEL'S HOME CARE LLC,RESIDENTIAL CARE ELDERLY,"SOUMOUNTHA, KATHY",ANGEL'S HOME CARE LLC,427 CABO COURT,OCEANSIDE,CA,92058.0,SAN DIEGO,,(760) 453-2488
HILLSIDE HAVEN GUEST HOME,RESIDENTIAL CARE ELDERLY,"JARDIN, LEONA","JARDIN, JERAMEL & JARDIN, LEONA",9141 SPICE STREET,LA MESA,CA,91941.0,SAN DIEGO,,(619) 741-3473
WHISPERING MEADOWS SENIOR LIVING INC,RESIDENTIAL CARE ELDERLY,"NORTON, JANET",WHISPERING MEADOWS SENIOR LIVING INC,13773 WHISPERING MEADOWS LANE,JAMUL,CA,91935.0,SAN DIEGO,,(619) 303-8519
REGAL CARE HOME,RESIDENTIAL CARE ELDERLY,"REYES, REMEDIOS","CASTILLO, ANNE GRACE & CASTILLO, VINCENT",659 SUNNYSIDE AVENUE,SAN DIEGO,CA,92114.0,SAN DIEGO,,(619) 370-4627
GRAND VILLA 2,RESIDENTIAL CARE ELDERLY,"MALCHOW, LAURA",MALCHOW CHIROPRACTIC INC,1995 SUNSET DRIVE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(858) 231-3933
JULIE'S ELDERLY CARE,RESIDENTIAL CARE ELDERLY,"NYNAS, JULIE",JULIE'S ELDERLY CARE LLC,9041 INVERNESS ROAD,SANTEE,CA,92071.0,SAN DIEGO,,(619) 992-8427
HIDDEN GLENN SENIOR LIVING II,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,622 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING VII,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,1353 OAK HILL DRIVE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING I,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,612 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING IV,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,642 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING III,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,632 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING VI,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,662 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
HIDDEN GLENN SENIOR LIVING V,RESIDENTIAL CARE ELDERLY,"LOFVENDAHL, BRIGITTA M",AFFORDABLE SENIOR HOUSING FOUNDATION,652 TRANQUILITY GLEN,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 743-8843
BONITA GUEST HOME LLC,RESIDENTIAL CARE ELDERLY,ALEX C CAROLINO,BONITA GUEST HOME LLC,5735 SUNNY VIEW DRIVE,BONITA,CA,91902.0,SAN DIEGO,,(619) 434-9200
PACIFICA SENIOR LIVING RANCHO PENASQUITOS,RESIDENTIAL CARE ELDERLY,"HERNANDEZ, MARIANO QUINN","VSL GP II LLC, GP OF VAOC PENASQUITOS LP; PACIFICA",12979 RANCHO PENSAQUITOS BLVD,SAN DIEGO,CA,92129.0,SAN DIEGO,,(858) 201-6458
NOBLE LIVING III LLC,RESIDENTIAL CARE ELDERLY,"GARCIA, NORA",NOBLE LIVING III LLC,6665 DECANTURE STREET,SAN DIEGO,CA,92120.0,SAN DIEGO,,(619) 542-9269
ENDLESS CARE HOME,RESIDENTIAL CARE ELDERLY,"MANIPON, ANGELYN L.",ENDLESS CARE HOME LLC,751 FIRST AVE,CHULA VISTA,CA,91910.0,SAN DIEGO,,(619) 934-5435
PLATEAU VILLAGE MEMORY CARE,RESIDENTIAL CARE ELDERLY,"AYERSMAN, JENNIE",EC OPCO CA PARTNER III LLC: VISTA LA MESA SR LVNG,4960 MILLS STREET,LA MESA,CA,91941.0,SAN DIEGO,,(619) 644-1100
NIR COMMUNITY II,RESIDENTIAL CARE ELDERLY,"HUQ, RANA",NIR GROUP LLC,10935 JEFFREY COURT,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 348-2017
GROSSMONT GARDENS,RESIDENTIAL CARE ELDERLY,LANE HERMOSILLO,EC OPCO CA PARTNER V LLC; VISTA LA MESA ET AL,5480 MARENGO AVE,LA MESA,CA,91942.0,SAN DIEGO,,(619) 463-0281
CASA CIELO,RESIDENTIAL CARE ELDERLY,"ALLAN, BRETT K",CASA CIELO LLC,17737 HUNTERS RIDGE ROAD,SAN DIEGO,CA,92127.0,SAN DIEGO,,(619) 990-0543
POINT LOMA ESTATES MEMORY CARE,RESIDENTIAL CARE ELDERLY,"SHEARER, KELLIE",EC OPCO CA PARTNER II LLC; JERRY ERWIN ASSOCIATES,3423 CHANNEL WAY,SAN DIEGO,CA,92110.0,SAN DIEGO,,(619) 224-7300
MESAVIEW SENIOR ASSISTED LIVING,RESIDENTIAL CARE ELDERLY,GENOVEVA GUERRERO,"MVSAL, LLC",7971 CULOWEE STREET,LA MESA,CA,91942.0,SAN DIEGO,,(619) 466-0253
CARLSBAD VILLAGE SENIOR LIVING,RESIDENTIAL CARE ELDERLY,NATALIE CARLBORG,"EC OPCO CA PARTNER VI, LLC;VISTA CARLSBAD SENIOR",1088 LAGUNA DRIVE,CARLSBAD,CA,92008.0,SAN DIEGO,,(760) 434-7116
SILVER OAKS COUNTRY ESTATES I,RESIDENTIAL CARE ELDERLY,"ECKERT, LORENA",SILVER OAK COUNTRY ESTATES LLC,138 SUN VILLA COURT,VISTA,CA,92084.0,SAN DIEGO,,(760) 415-8216
SILVER OAKS COUNTRY ESTATES II,RESIDENTIAL CARE ELDERLY,"ECKERT, LORENA",SILVER OAK COUNTRY ESTATES LLC,146 SUN VILLA COURT,VISTA,CA,92084.0,SAN DIEGO,,(760) 415-8216
SILVER OAKS COUNTRY ESTATES III,RESIDENTIAL CARE ELDERLY,HENRY SHOWAH,SILVER OAK COUNTRY ESTATES LLC,143 SUN VILLA COURT,VISTA,CA,92084.0,SAN DIEGO,,(760) 415-8216
SERENE GREENFIELD MANOR,RESIDENTIAL CARE ELDERLY,"CHAN, JEFFREY D",SERENE GREENFIELD MANOR,2083 GREENFIELD DRIVE,EL CAJON,CA,92019.0,SAN DIEGO,,(619) 444-5731
MARYAM RCFE,RESIDENTIAL CARE ELDERLY,"DOST, LEEDA",MARYAM RCFE,4930 MAIDEN LANE,LA MESA,CA,91942.0,SAN DIEGO,,(619) 825-7398
WESTMONT OF LA MESA,RESIDENTIAL CARE ELDERLY,WES HEBNER,"WESTMONT MGR GP LLC,GP OF LM OPS LP;WESTMONT LVNG",9000 MURRAY DR,LA MESA,CA,91942.0,SAN DIEGO,,(619) 369-9700
SAPPHIRE SUNSET,RESIDENTIAL CARE ELDERLY,"DRAPEAU, YORDAYLDAP",SAPPHIRE SUNSET,1380 REES RD,ESCONDIDO,CA,92026.0,SAN DIEGO,,(714) 322-1910
"NORTH LA COSTA ASSISTED LIVING, LLC",RESIDENTIAL CARE ELDERLY,"BOSKOSKI, DEJAN",NORTH LA COSTA ASSISTED LIVING LLC,7623 PRIMAVERA WAY,CARLSBAD,CA,92009.0,SAN DIEGO,,(760) 632-7290
"MONTERA, THE",RESIDENTIAL CARE ELDERLY,EMELY TURNER,MONTERA MSL LLC;MSL COMMUNITY MANAGEMENT LLC,5740 LAKE MURRAY BLVD,LA MESA,CA,91942.0,SAN DIEGO,,(619) 832-2599
SANTA MARTHA RESIDENTIAL VI,RESIDENTIAL CARE ELDERLY,"ALCARAZ, FLORA KELLY","ALCARAZ, FLORA KELLY",3810 GOVERNOR DR,SAN DIEGO,CA,92122.0,SAN DIEGO,,(858) 583-6431
ST ANDREWS SUITES,RESIDENTIAL CARE ELDERLY,"SHERWIN, MARCOS",ROLLING MEADOWS CARE HOMES INC,17023 ST ANDREWS DR,POWAY,CA,92064.0,SAN DIEGO,,(520) 548-0138
SENIOR LIVING NORWOODS HACIENDA,RESIDENTIAL CARE ELDERLY,"PETROSYAN, ANNA",SENIOR LIVING NORWOODS HACIENDA,35 EL RANCHO VISTA,CHULA VISTA,CA,91910.0,SAN DIEGO,,(818) 284-2502
GANAN HOME CARE,RESIDENTIAL CARE ELDERLY,"GANAN, AIMEE","GANAN, ANNILIE B & GANAN, GARRETT F & GANAN, AIMEE",11423 WESTONHILL DR,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 586-7587
LIFE SAVER PLACE OF OCEANSIDE,RESIDENTIAL CARE ELDERLY,HERMINIA SARAPAT,"BALANQUIT, ZALDY L",214 MANZANITA DR,OCEANSIDE,CA,92057.0,SAN DIEGO,,(858) 284-9114
HUNTINGTON CHATEAU,RESIDENTIAL CARE ELDERLY,KIRSTEN THRUSH,HUNTINGTON MANOR INC,14934 HUNTINGTON GATE DR,POWAY,CA,92064.0,SAN DIEGO,,(858) 231-4126
SIENNA AT OTAY RANCH SENIOR LIVING,RESIDENTIAL CARE ELDERLY,REBECCA WILLIAMS,"S-H OTAY RANCH OPCO; OAKMONT MANAGEMENT GROUP,LLC",1290 SANTA ROSA DR,CHULA VISTA,CA,91913.0,SAN DIEGO,,(619) 550-4521
RENAISSANCE LIVING II,RESIDENTIAL CARE ELDERLY,"EDWARDS, RICHARD",IJT9112 AND ASSOCIATES LLC,12536 JACKSON HILL LN,EL CAJON,CA,92021.0,SAN DIEGO,,(619) 334-0143
PERPETUAL HELP HOME CARE,RESIDENTIAL CARE ELDERLY,"RAMIREZ, JOSE & HELEN",EL NORTE HOME CARE CO,29531 MACTAN RD,VALLEY CENTER,CA,92082.0,SAN DIEGO,,(760) 913-5580
HEAVEN'S GRACE CARE HOME 2,RESIDENTIAL CARE ELDERLY,"DERAFERA, MARIA TERESA",REDMAN REAL ESTATE LLC,629 MICHAEL ST,OCEANSIDE,CA,92057.0,SAN DIEGO,,(310) 418-5768
LA COSTA VILLAS,RESIDENTIAL CARE ELDERLY,"LEKOVIC,DRAGANA",LA COSTA VILLAS,7619 PRIMAVERA WAY,CARLSBAD,CA,92009.0,SAN DIEGO,,(760) 521-0303
COUNTRY ROSE ESTATE MEMORY CARE,RESIDENTIAL CARE ELDERLY,"PARAISO, CATHERINE T","PARAISO, CATHERINE T",1255 ADVENTURE LN,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 738-9391
JULIA'S COTTAGE AT THE HILLS,RESIDENTIAL CARE ELDERLY,"GOKER, JULIA","JULIA'S COTTAGE AT THE HILLS, LLC",2150 STEIGER LN,OCEANSIDE,CA,92056.0,SAN DIEGO,,(858) 735-4054
ROSE'S CANYON VIEW ESTATE,RESIDENTIAL CARE ELDERLY,"PARAISO, CATHERINE T","PARAISO, CATHERINE T",2644 CANYON RD,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 739-0311
JAMES BOARD AND CARE,RESIDENTIAL CARE ELDERLY,"ARAGON, SARAH CHRISTINE",SARAH C. ARAGON,6045 REO PL,SAN DIEGO,CA,92139.0,SAN DIEGO,,(619) 434-9850
RANCHO VISTA SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"DOMINGO, ELIZABETH",PACIFICA EAST LAKE LLC; VISTA MGR LLC,760 EAST BOBIER DRIVE,VISTA,CA,92084.0,SAN DIEGO,,(760) 941-1480
SHADOWRIDGE SENIOR LIVING,RESIDENTIAL CARE ELDERLY,MICHELE FUHRMAN,SEQUOIA AFFORDABLE HOUSING FDN; SYCAMORE CARE LLC,2354 WATSON WAY,VISTA,CA,92081.0,SAN DIEGO,,(760) 295-3888
AFFIRMATIVE'S ELITE HOME,RESIDENTIAL CARE ELDERLY,DEARME DOVERTE,AFFIRMATIVE HOME CARE INC,1729 SUMMIT DR,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 294-0357
PREMIUM CARE SERVICES,RESIDENTIAL CARE ELDERLY,"HAFIZ, SHEIKH",PREMIUM CARE SERVICES LLC,8243 HYDRA LN,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 433-7319
FAMILY COMFORT CARE,RESIDENTIAL CARE ELDERLY,"MORALES, BELLA AMOR D","MORALES, BELLA AMOR D",2579 ARUNDEL AVE,CARLSBAD,CA,92009.0,SAN DIEGO,,(760) 814-3579
CARLSBAD COMFORT CARE,RESIDENTIAL CARE ELDERLY,"AMORANTO, LADY CATHERINE","AMORANTO, LADY CATHERINE",6251 LISMORE PL,CARLSBAD,CA,92009.0,SAN DIEGO,,(760) 448-5749
OCEAN HILLS ASSISTED LIVING & MEMORY CARE,RESIDENTIAL CARE ELDERLY,"JOHNSTON, SHERYL","TRITON SENIOR LVG,LLC; NORTHSTAR SENIOR LVG,INC.",4500 CANNON RD,OCEANSIDE,CA,92056.0,SAN DIEGO,,(760) 295-8515
MONTE VISTA MANOR,RESIDENTIAL CARE ELDERLY,"ILICH, VESNA","ILICH, VESNA",2331 MONTE VISTA DR,VISTA,CA,92084.0,SAN DIEGO,,(760) 536-3114
ATLANTIK CARE,RESIDENTIAL CARE ELDERLY,"SCOTT, JANET P","ATLANTIK, INC.",461 ESTRELITA DR,VISTA,CA,92084.0,SAN DIEGO,,(760) 295-4587
NORTH COUNTY CARE HOME,RESIDENTIAL CARE ELDERLY,"CAMPAS, CARMEN","NEW WORLD SENIOR LIVING, INC.",15042 AMSO ST,POWAY,CA,92064.0,SAN DIEGO,,(858) 842-4608
REINA'S CARING COTTAGE,RESIDENTIAL CARE ELDERLY,"FLECK, KEVIN",CARING COTTAGES LLC,9290 MURRAY DR,LA MESA,CA,91942.0,SAN DIEGO,,(858) 842-1299
A NEW HAVEN VILLA,RESIDENTIAL CARE ELDERLY,"JOSON, REBECCA",A NEW HAVEN INC,13750 POWERS RD,POWAY,CA,92064.0,SAN DIEGO,,(858) 883-4025
SERENE RICHVIEW,RESIDENTIAL CARE ELDERLY,"CHAN, JEFFREY","MY FAMILY HOME CARE, INC.",1086 CALLE MESITA,BONITA,CA,91902.0,SAN DIEGO,,(619) 475-4244
QUIET HILLS LIVING,RESIDENTIAL CARE ELDERLY,"BLAKE, MAY","QUIET HILLS LIVING, LLC",884 GRETNA GREEN WAY,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 975-3751
VILLA AMBROSIA,RESIDENTIAL CARE ELDERLY,"DRAPEAU, YORADYLDAP",VILLA AMBROSIA,1537 BRIGHTON GLEN ROAD,SAN MARCOS,CA,92078.0,SAN DIEGO,,(760) 290-3444
LO-HAR SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"WHEELER, JONATHAN","GRANITE HILLS SENIOR LIVING, INC.",768 DOROTHY ST,EL CAJON,CA,92019.0,SAN DIEGO,,(619) 444-8270
OCEAN BREEZE RETIREMENT VILLA,RESIDENTIAL CARE ELDERLY,"BABETTE, GARDNER",COMPASS CARE MANAGEMENT,93 AVENIDA DESCANSO,OCEANSIDE,CA,92057.0,SAN DIEGO,,(760) 529-9559
SILVERTOPS HOME CARE,RESIDENTIAL CARE ELDERLY,CECILE ALCARAZ,MJCA HOMES LLC,1541 S ESCONDIDO BLVD,ESCONDIDO,CA,92025.0,SAN DIEGO,,(442) 257-2611
ALTA VISTA SENIOR LIVING,RESIDENTIAL CARE ELDERLY,JENNIFER GEPHART,PACIFICA REGENCY PALMS LLC; ALTA VISTA MGR LLC,2041 W VISTA WAY,VISTA,CA,92083.0,SAN DIEGO,,(760) 941-3233
PACIFICA SENIOR LIVING BONITA,RESIDENTIAL CARE ELDERLY,"LEON II, RENE",AOC CA OPCO GP PTR LLC; PACIFICA SENIOR LIVING,3434 BONITA ROAD,CHULA VISTA,CA,91910.0,SAN DIEGO,,(619) 476-9444
WEAVER'S MAGNOLIA VILLA,RESIDENTIAL CARE ELDERLY,"ROSAS, KELSEY","WEAVER SENIOR CARE, INC.",895 CHARDONNEY WAY,ESCONDIDO,CA,92029.0,SAN DIEGO,,(660) 202-7741
"OCEANSIDE REST HOME, INC",RESIDENTIAL CARE ELDERLY,"NAVASAK, SIERA","OCEANSIDE REST HOME, INC",4451 SAN JOAQUIN STREET,OCEANSIDE,CA,92057.0,SAN DIEGO,,(760) 433-3736
KAPAMILYA CARE HOME LLC,RESIDENTIAL CARE ELDERLY,JULLIA ARIDA,KAPAMILYA CARE HOME LLC,852 CREST DRIVE,CHULAVISTA,CA,91910.0,SAN DIEGO,,(619) 817-9475
OAKMONT OF ESCONDIDO HILLS,RESIDENTIAL CARE ELDERLY,"DRESSLER, MELISSA",OAKMONT OF ESCONDIDO HILLS OPCO LLC;OMG II INC,3012 BEAR VALLEY PARKWAY,ESCONDIDO HILLS,CA,92025.0,SAN DIEGO,,(760) 735-8084
