,Names,Websites,NaN,LinkedIn,Contact Forms,Facebook,Instagram,X,Threads,BlueSky
1243,Reach Foundation,https://reach4pylusd.org/,,,https://reach4pylusd.org/contact-us,,,,,
1244,"Reading Is Fundamental of Southern California, Inc.",http://www.rifsocal.org/,,,https://www.rifsocal.org/contact-us,,,,,
1245,Ready to Succeed,https://www.readytosucceedla.org/,,,,,,,,
1246,REAP Center,http://reapcenter.org/,,,,,,,,
1247,Rebuilding Together Sacramento,http://rebuildingtogethersacramento.org/,,,http://rebuildingtogethersacramento.org/contact-us,,,,,
1248,Rebuilding Together San Francisco,http://www.rebuildingtogethersf.org/,,,,,,,,
1249,Red Hen Press,http://www.redhen.org/,,,,,,,,
1250,"Redwood Forest Foundation, Inc.",https://www.rffi.org/,,,https://www.rffi.org/contact,,,,,
1251,Reel Medicine Media,http://reelmedicinemedia.org/,,,http://reelmedicinemedia.org/contact,,,,,
1252,Regional Task Force on the Homeless,http://rtfhsd.org/,,,https://www.rtfhsd.org/contact/,,,,,
1253,Reproductive Technologies-Sperm Bank of CA,http://www.thespermbankofca.org/,,,,,,,,
1254,ReScape California,https://www.rescapeca.org/,,,,,,,,
1255,Resounding Joy,http://www.resoundingjoyinc.org/,,,https://resoundingjoyinc.org/contact/,,,,,
1256,Resource Center for Nonviolence,https://rcnv.org/,,,https://rcnv.org/about/contact/,,,,,
1257,Resources for Independence Central Valley,http://www.ricv.org/,,,https://ricv.org/contact/,,,,,
1258,"Resources for Rural Community Development, Inc. - Access Home",http://www.accesshome.org/,,,https://accesshome.org/contact/,,,,,
1259,Resources Legacy Fund,https://resourceslegacyfund.org/,,,,,,,,
1260,Restoration Diversion Services,http://restorationdiversionservices.com/,,,http://restorationdiversionservices.com/contact-us/,,,,,
1261,Restorative Justice Resource Center,http://www.restorativejustice.info/,,,,,,,,
1262,Restore 180,https://www.restore180.org/,,,https://www.restore180.org/contact,,,,,
1263,Rhythms and Goals Together,http://rgunatomas.com/,,,,,,,,
1264,Richmond Community Foundation,http://www.rcfconnects.org/,,,https://rcfconnects.org/about-us/contact-us/,,,,,
1265,"Richmond District Neighborhood Center, Inc.",https://richmondsf.org/,,,,,,,,
1266,Richmond Museum Association,http://richmondmuseum.org/,,,https://richmondmuseum.org/contact/,,,,,
1267,"Richstone Center, Inc",http://www.richstonefamily.org/,,,https://www.richstonefamily.org/contact-us/,,,,,
1268,Right Hand Angels,http://www.righthandangels.org/,,,http://www.righthandangels.org/contact,,,,,
1269,Right to Protect,http://www.rtp501c3.org/,,,,,,,,
1270,Rimon Club Inc. dba Club Z,https://clubz.org/,,,https://clubz.org/contact-us/,,,,,
1271,Rise Up Against Racism,http://ruar.org/,,,http://ruar.org/contact,,,,,
1272,Risen Church,https://www.risensd.com/,,,,,,,,
1273,Rising Sun Center for Opportunity,http://www.risingsunopp.org/,,,https://risingsunopp.org/contact/,,,,,
1274,River Montessori Charter School,http://www.rivermontessoricharter.org/,,,,,,,,
1275,River to Coast Children's Services,,,,,,,,,
1276,"RiverPsykhe, Inc",http://www.riverstyxfoundation.org/,,,https://www.riverstyxfoundation.org/contact,,,,,
1277,Riverside Medical Clinic (RMC) Charitable Foundation,https://www.rmccharity.org/,,,,,,,,
1278,Riverside Unified School District Foundation,,,,,,,,,
1279,Rock n' Roll Camp for Girls San Diego,https://www.rockcampforgirlssd.org/,,,https://www.rockcampforgirlssd.org/contacts.html,,,,,
1280,Rocky Point Charter School,http://www.rockypointcharter.com/,,,,,,,,
1281,Rose Foundation for Communities and the Environment,http://www.rosefdn.org/,,,http://www.rosefdn.org/contact/,,,,,
1282,RotaCare Bay Area Inc.,https://www.rotacarebayarea.org/,,,https://www.rotacarebayarea.org/contact,,,,,
1283,Rudolph J & Daphne A Munzer Foundation,http://www.munzerfdn.org/,,,https://munzerfdn.org/contact/,,,,,
1284,Rural Advancement Partners,http://advancerural.org/,,,http://advancerural.org/contact,,,,,
1285,Rural Community Assistance Corporation,http://www.rcac.org/,,,https://www.rcac.org/about-rcac/contact-us/,,,,,
1286,Russian Riverkeeper,https://russianriverkeeper.org/,,,https://russianriverkeeper.org/contact/,,,,,
1287,RYTMO,https://rytmo.org/,,,https://rytmo.org/contact-us/,,,,,
1288,S.H. Cowell Foundation,http://www.shcowell.org/,,,,,,,,
1289,"S.L.A.A. Los Angeles, Inc.",https://www.slaalosangeles.org/,,,,,,,,
1290,Sac-EJC,http://www.sac-ejc.org/,,,https://sac-ejc.org/contact/,,,,,
1291,SACNAS Society for Advancement of Chicanos/Hispanics & Native Americans in Science,http://www.sacnas.org/,,,https://www.sacnas.org/contact-us,,,,,
1292,Sacramento Educational Cable Consortium,http://www.secctv.org/,,,http://www.secctv.org//about#contact,,,,,
1293,Sacramento Housing Alliance,http://www.sachousingalliance.org/,,,https://sachousingalliance.org/contact/,,,,,
1294,Sacramento River Discovery Center,https://www.fs.usda.gov/recarea/mendocino/recarea/?recid=25236,,,https://www.fs.usda.gov/recarea/mendocino/recarea/?recid=25236/r05/mendocino/contact-us,,,,,
1295,Sacred Life Recovery Services,,,,,,,,,
1296,SAFE Family Justice Centers,http://www.safefjc.org/,,,,,,,,
1297,Safe Harbor Coronado,https://safeharborcoronado.org/,,,https://safeharborcoronado.org/contact,,,,,
1298,Safety Town of Santa Barbara County,https://www.sbsafetytown.org/,,,https://www.sbsafetytown.org//temporary-contact-us/,,,,,
1299,SAGE Trail Alliance,http://www.sagetrail.org/,,,https://sagetrail.org/contact-us/,,,,,
1300,Sahaba Initiative,https://www.sahabainitiative.org/,,,https://www.sahabainitiative.org/contact-us/,,,,,
1301,Saint John's Program for Real Change,https://saintjohnsprogram.org/,,,https://saintjohnsprogram.org/contact-us/,,,,,
1302,Salinas Police Activities League,https://salinaspal.org/,,,,,,,,
1303,Salinas Valley Health Foundation,http://www.svmhfoundation.org/,,,http://www.svmhfoundation.org//salinas-valley-health-foundation/foundation-contact-us/,,,,,
1304,San Bernardino Fatherhood,http://www.sbfatherhood.com/,,,https://www.constantcontact.com/legal/service-provider,,,,,
1305,San Bruno Community Foundation,http://www.sbcf.org/,,,https://www.sbcf.org/contact,,,,,
1306,San Carlos Educational Foundation,http://www.scefkids.org/,,,,,,,,
1307,San Diego Food System Alliance,https://sdfsa.org/,,,,,,,,
1308,San Diego Harbor Police Foundation,https://www.sdharborpolicefoundation.org/,,,,,,,,
1309,San Diego Housing Federation,http://www.housingsandiego.org/,,,http://www.housingsandiego.org/contact,,,,,
1310,San Diego Junior Golf Association Inc,http://www.sdjga.org/,,,,,,,,
1311,San Diego Master Chorale,http://sdmasterchorale.org/,,,https://www.sdmasterchorale.org/contact/,,,,,
1312,San Dieguito River Valley Conservancy,http://www.sdrvc.org/,,,https://www.sdrvc.org/contact,,,,,
1313,San Francisco - Ho Chi Minh City Sister City Committee,https://www.sfhcmc.org/,,,,,,,,
1314,San Francisco Bay Bird Observatory,http://www.sfbbo.org/,,,http://www.sfbbo.org/contact-us.html,,,,,
1315,San Francisco Baykeeper,http://www.baykeeper.org/,,,http://www.baykeeper.org/contact,,,,,
1316,San Francisco Boys Chorus,https://sfbc.org/,,,https://sfbc.org/contact/,,,,,
1317,San Francisco Center for the Book,http://www.sfcb.org/,,,,,,,,
1318,San Francisco Girls Chorus,https://www.sfgirlschorus.org/,,,https://www.sfgirlschorus.org/contact-1,,,,,
1319,San Francisco Housing Action Coalition,https://www.sfhac.org/,,,,,,,,
1320,San Francisco Motorcycle Club,http://sf-mc.org/,,,,,,,,
1321,San Francisco Performances,http://www.sfperformances.org/,,,http://www.sfperformances.org//aboutus/contactinfo.html,,,,,
1322,San Francisco Study Center,http://www.studycenter.org/,,,,,,,,
1323,San Francisco Women's Cancer Network,http://www.sfwcn.org/,,,https://sfwcn.org/contact/,,,,,
1324,San Joaquin Pride Center,http://sjpridecenter.com/,,,,,,,,
1325,San Lorenzo Village Homes Association,http://www.slvha.com/,,,https://slvha.com/contact-us/,,,,,
1326,San Mateo Rail Corridor TMA,,,,,,,,,
1327,San Onofre Parks Foundation,,,,,,,,,
1328,San Pedro Meals on Wheels,http://www.sanpedromealsonwheels.org/about-us-index,,,http://www.sanpedromealsonwheels.org/about-us-index/contact,,,,,
1329,Sanchez Art Center,http://www.sanchezartcenter.org/,,,,,,,,
1330,Sanctuary of Hope,http://www.thesoh.org/,,,https://thesoh.org/contact/,,,,,
1331,Santa Barbara Botanic Garden,http://www.sbbg.org/,,,https://sbbotanicgarden.org/contact/,,,,,
1332,Santa Barbara Bucket Brigade,http://www.sbbucketbrigade.org/,,,https://sbbucketbrigade.org/contact-us/,,,,,
1333,Santa Barbara Channelkeeper,http://www.sbck.org/,,,https://www.sbck.org/contact-us/,,,,,
1334,Santa Barbara City College Foundation,http://sbccfoundation.org/,,,,,,,,
1335,Santa Barbara Community Housing Corporation,http://www.chcsb.com/,,,http://www.chcsb.com/contact.html,,,,,
1336,Santa Barbara County Food Action Network,https://www.sbcfoodaction.org/,,,,,,,,
1337,Santa Barbara County Immigrant Legal Defense Center,https://www.sbimmigrantdefense.org/,,,,,,,,
1338,Santa Barbara Foundation,https://www.sbfoundation.org/,,,https://sbfoundation.org/contact/,,,,,
1339,SANTA BARBARA MISSION ARCHIVE-LIBRARY,https://www.sbmal.org/,,,,,,,,
1340,Santa Barbara Police Activities League,https://www.sbpal.org/,,,,,,,,
1341,Santa Barbara Public Library Foundation,https://sblibraryfoundation.org/,,,https://sblibraryfoundation.org/contact-us/,,,,,
1342,Santa Barbara Student Housing Cooperative,http://www.sbcoop.org/,,,,,,,,
1343,Santa Barbara Symphony Orchestra Foundation,http://www.thesymphony.org/,,,https://thesymphony.org/about/contact/,,,,,
1344,Santa Barbara Vintners Foundation,https://www.sbvintnersfoundation.org/,,,https://www.sbvintnersfoundation.org/contact,,,,,
1345,Santa Clara Valley Bird Alliance,http://scvbirdalliance.org/,,,http://scvbirdalliance.org/contact,,,,,
1346,Santa Clarita Symphony Orchestra,https://www.santaclaritasymphonyorchestra.org/,,,https://www.santaclaritasymphonyorchestra.org/contact,,,,,
1347,Santa Cruz County Veterans Memorial Building,http://vetshall.org/,,,https://www.veteranshall.org/contact-us/,,,,,
1348,Santa Cruz Mountains Trail Stewardship,http://www.santacruztrails.org/,,,,,,,,
1349,Santa Cruz Museum of Natural History,http://www.santacruzmuseum.org/,,,https://santacruzmuseum.org/about/contact-us/,,,,,
1350,Santa Cruz Symphony,https://santacruzsymphony.org/,,,https://santacruzsymphony.org/contact-us,,,,,
1351,Santa Monica Conservancy,http://www.smconservancy.org/,,,https://smconservancy.org/our-work/contact-us,,,,,
1352,Santa Monica Group Theatre,http://www.santamonicaplayhouse.com/,,,http://www.santamonicaplayhouse.com/http://visitor.r20.constantcontact.com/d.jsp?llr=599aiodab&p=oi&m=1103211031390&sit=lieuj76eb&f=1b92d869-34f1-4c34-a354-d62c3cf99c1c,,,,,
1353,Santa Ynez Valley People Helping People,http://www.syvphp.org/,,,https://www.syvphp.org/contact/,,,,,
1354,Sapolu Destined Academy Foundation,http://sdaorators.com/sda-foundation,,,https://sdaorators.com/contact-us/,,,,,
1355,Sarate Design,http://sarate.org/,,,,,,,,
1356,Save Elephant Hill,https://www.facebook.com/saveelephanthill90032/,,,,,,,,
1357,Save Mount Diablo,http://www.savemountdiablo.org/,,,https://visitor.r20.constantcontact.com/manage/optin?v=001kGlTg99yfXU_CwEJN0HzOR8t25OrhjvLcnMP-1_htqGC6maDaXHNf3vyrWhc_p5-WLEJEGTiNjXZcOSh7YZPYg%3D%3D,,,,,
1358,Save The Bay,http://www.savesfbay.org/,,,https://savesfbay.org/contact-us/,,,,,
1359,Scandinavian School,http://www.scandinavianschool.org/,,,http://www.scandinavianschool.org/contact,,,,,
1360,ScholarMatch,https://scholarmatch.org/,,,https://scholarmatch.org/contact,,,,,
1361,ScholarTrail,https://scholartrail.com/,,,https://scholartrail.com/contact-us,,,,,
1362,"School on Wheels, Inc.",http://www.schoolonwheels.org/,,,,,,,,
1363,Schurig Center for Brain Injury Recovery,https://schurigcenter.org/,,,https://schurigcenter.org/contact/,,,,,
1364,Science Fiction & Fantasy Writers of America,http://www.sfwa.org/,,,,,,,,
1365,Scientific Adventures for Girls,http://www.scientificadventures.org/,,,http://www.scientificadventures.org/contact,,,,,
1366,SCOPE,http://scopela.org/,,,https://scopela.org/about-us/contact-us/,,,,,
1367,Scott Legacy Financial Literacy Program,,,,,,,,,
1368,Scott River Watershed Council,https://www.scottriver.org/,,,https://scottriver.org/contact/,,,,,
1369,Screamfest Horror Film Festival,http://screamfestla.com/,,,http://screamfestla.com/contact-us,,,,,
1370,Sea Pink Foundation,,,,,,,,,
1371,Seacology,http://www.seacology.org/,,,https://www.seacology.org/contact-us/,,,,,
1372,Sebastopol Area Senior Center,https://www.sebastopolseniorcenter.org/,,,,,,,,
1373,Second Families,http://secondfamiliessd.org/,,,,,,,,
1374,Second Harvest Food Bank Santa Cruz County,https://www.thefoodbank.org/,,,https://www.thefoodbank.org/aboutus/contact-us/,,,,,
1375,Second Harvest of the Greater Valley,http://www.localfoodbank.org/,,,https://visitor.r20.constantcontact.com/manage/optin?v=001nqtu8Sw3n_534q8g8AlBy40UtOaqRK3D6-cPei_ct9qhzk3NOW9fXEeR1Et82wQKS4J_gqwKezxi0cmAruni0wU5tFzQsYK4RWGJCUX4qSRFPpZWREpDf9pvg8lq84j22J15Bf5Dfj07XEkPxcbDU6FnF88sq24Th6fb_SsiMQOlTfTQyDgZ0O66BykZiI8x,,,,,
1376,Seismological Society of America,http://www.seismosoc.org/,,,,,,,,
1377,SEL4CA - Social Emotional Learning Alliance for California,http://sel4ca.org/,,,https://sel4ca.org/contact-2/,,,,,
1378,Senderos,https://scsenderos.org/,,,,,,,,
1379,Senior Advocacy Network,https://senioradvocacynetwork.org/,,,https://senioradvocacynetwork.org/contact/,,,,,
1380,Senior Center of Elk Grove,https://thesceg.com/,,,,,,,,
1381,Senior Coastsiders,https://www.seniorcoastsiders.org/about,,,https://www.seniorcoastsiders.org/about/contact,,,,,
1382,Senior Housing Relief for Elders,https://seniorhousingrelief.org/,,,https://seniorhousingrelief.org/contact-2/,,,,,
1383,Seniors Council of Santa Cruz and San Benito Counties,http://www.seniorscouncil.org/,,,https://seniorscouncil.org/contact-elected-officials/,,,,,
1384,Sequoia Parks Conservancy,https://sequoiaparksconservancy.org/,,,https://sequoiaparksconservancy.org/contact-us,,,,,
1385,Sequoia Riverlands Trust,http://www.sequoiariverlands.org/,,,https://sequoiariverlands.org/about/contact/,,,,,
1386,ServareGMP,https://www.servaregmp.com/,,,https://www.servaregmp.com/contact.php,,,,,
1387,Service Opportunity for Seniors / SOS Meals on Wheels,http://www.sosmow.org/,,,,,,,,
1388,"Services, Immigrant Rights & Education Network (SIREN)",http://sirenimmigrantrights.org/,,,,,,,,
1389,Serving Underserved,http://www.servingunderserved.org/,,,https://servingunderserved.org/contact-us/,,,,,
1390,Sexuality Education and Awareness,http://sexualityeducationandawareness.org/,,,https://sexualityeducationandawareness.org/contact-us/,,,,,
1391,SF Students First,,,,,,,,,
1392,SFArtsED,http://www.sfartsed.org/,,,https://www.sfartsed.org/contact/,,,,,
1393,SFFILM,http://www.sffilm.org/,,,http://www.sffilm.org/contact,,,,,
1394,"Shangri-La Transitions, Inc",https://shangrilatransitions.com/,,,https://www.constantcontact.com/legal/service-provider,,,,,
1395,Shanti Project,https://www.shanti.org/,,,https://www.shanti.org/about-us/contact-us/,,,,,
1396,Share the Care Napa Valley,https://www.sharethecarenv.org/,,,https://sharethecarenv.org/contact/,,,,,
1397,Shasta Land Trust,http://www.shastalandtrust.org/,,,http://www.shastalandtrust.org/contact,,,,,
1398,Shasta Trinity Ashram,https://trinityashram.org/,,,https://trinityashram.org//index.php/contact,,,,,
1399,"Shelter From The Storm, Inc. (SFTS)",http://www.shelterfromthestorm.com/,,,https://shelterfromthestorm.com/who-we-are/contact/,,,,,
1400,"SHIELDS for Families, Inc.",https://www.shieldsforfamilies.org/,,,,,,,,
1401,Shop with a Cop Foundation of Silicon Valley,http://www.shopwithacopsv.org/,,,https://www.shopwithacopsv.org/contact/,,,,,
1402,Shumei America,http://www.shumei.us/,,,,,,,,
1403,Sickle Cell 101,https://www.sc101.org/,,,https://www.sc101.org//about#contact,,,,,
1404,Sierra Business Council,http://sierrabusiness.org/,,,https://www.sierrabusiness.org/contact-sbc/,,,,,
1405,Sierra Cascade Family Opportunities,http://www.headstart4u.org/,,,http://www.headstart4u.org/contact,,,,,
1406,Sierra Foothill Conservancy,http://sierrafoothill.org/,,,https://sierrafoothill.org/contact-us/,,,,,
1407,Sierra Health Foundation,http://www.sierrahealth.org/,,,https://www.sierrahealth.org/contact/,,,,,
1408,Sierra Nevada Alliance,https://sierranevadaalliance.org/,,,https://sierranevadaalliance.org/contact-us/,,,,,
1409,Sierra Streams Institute,https://sierrastreamsinstitute.org/,,,https://sierrastreamsinstitute.org/contact-us/,,,,,
1410,Silicon Valley Community Foundation,http://www.svcf.org/,,,https://www.svcf.org/contact-us,,,,,
1411,Silicon Valley Council of Nonprofits,https://www.svcn.org/,,,,,,,,
1412,Silicon Valley Urban Debate League,http://svudl.org/,,,http://svudl.org/contact-us,,,,,
1413,Silverlake Conservatory of Music,http://silverlakeconservatory.org/,,,https://silverlakeconservatory.org/contact-us/,,,,,
1414,Simi Valley Community Council,http://www.svcommunitycouncil.org/,,,https://svcommunitycouncil.org/contact/,,,,,
1415,Siskiyou Child Care Council,http://www.siskiyouchildcare.org/,,,,,,,,
1416,Siskiyou Land Trust,http://www.siskiyoulandtrust.org/,,,,,,,,
1417,Siskiyou Opportunity Center,https://www.siskiyouoc.org/,,,https://www.siskiyouoc.org/contact-us.html,,,,,
1418,SISTAHFRIENDS,https://sistahfriends.org/,,,https://sistahfriends.org/contact/,,,,,
1419,"Sister to Sister 2, Inc dba Serenity House",https://www.serenityhouseoakland.org/,,,https://www.serenityhouseoakland.org/contactus,,,,,
1420,Skills of Life Cafe,https://www.facebook.com/Skillsoflifecafe,,,,,,,,
1421,Smith River Alliance,https://smithriveralliance.org/,,,https://smithriveralliance.org/contact/,,,,,
1422,Smokefree Air For Everyone,http://smokefreeairforeveryone.com/,,,,,,,,
1423,Social & Emotional Wellness Initiative,http://www.sewi.org/,,,https://www.sewi.org/contact,,,,,
1424,Social Impact Fund,https://www.socialimpactfund.org/,,,,,,,,
1425,Social Innovatus,,,,,,,,,
1426,Social Justice Fund for Ventura County,https://socialjusticefundvc.org/,,,https://socialjusticefundvc.org/contact/,,,,,
1427,Social Justice Partners Los Angeles,http://www.sjpla.org/,,,,,,,,
1428,Social Thinking - Stevens Creek,http://www.socialthinking.com/,,,http://www.socialthinking.com/contact,,,,,
1429,Society for the Preservation of Carter Railroad Resources,https://spcrr.org/,,,https://spcrr.org/contact_us,,,,,
1430,Society for the Study of Marine Bioinvasions,http://marinebioinvasions.info/,,,http://marinebioinvasions.info/contact,,,,,
1431,Society of California Pioneers,http://www.californiapioneers.org/,,,https://www.californiapioneers.org/contact/,,,,,
1432,SocioEnvironmental and Education Network,http://seen.team/,,,,,,,,
1433,Solano Community Foundation,http://www.solanocf.org/,,,https://www.constantcontact.com/legal/service-provider,,,,,
1434,Somos Amigos Medical Missions,http://www.somosamigos.org/,,,https://somosamigos.org/about-us/contact-us/,,,,,
1435,Somos Mayfair,http://www.somosmayfair.org/,,,http://www.somosmayfair.org/contact-us,,,,,
1436,Peace Over Violence,http://www.peaceoverviolence.org/,,,http://www.peaceoverviolence.org/contact,,,,,
1437,Sound Future,http://soundfuture.org/,,,,,,,,
1438,South Central Prevention Coalition,https://southcentralpreventioncoalition.org/,,,https://southcentralpreventioncoalition.org/contact,,,,,
1439,South County Community Services,https://www.thecompassioncenter.org/,,,https://www.thecompassioncenter.org/contact-us,,,,,
1440,South Pasadena Educational Foundation,http://www.spef4kids.org/,,,https://spef4kids.org/contact-spef/,,,,,
1441,Southern CA Plumeria Society,https://southerncaliforniaplumeriasociety.com/,,,https://southerncaliforniaplumeriasociety.com/contact-us/,,,,,
1442,Southern California Grantmakers,http://www.socalgrantmakers.org/,,,http://www.socalgrantmakers.org//about/contact-us,,,,,
1443,Southern California Library,http://www.socallib.org/,,,,,,,,
1444,Southern California Municipal Athletic Federation,http://www.scmaf.org/,,,http://www.scmaf.org/http://www.scmaf.org/contact,,,,,
1445,Southwest Resource Management Association,http://www.srma-ca.org/,,,,,,,,
1446,SPCA of Monterey County,http://www.spcamc.org/,,,,,,,,
1447,Special Kids Connect,http://www.specialkidsconnect.org/,,,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001nInsvTYVCuDSOa7VQXSHCLucc7ZVikMUmoquIo2xbOIICDvCNDX302AdXqKy8nRiVpH5c01lnnkTDIIX08LyWkYlvoYQJoTYB3QpVFcy6fM%3D,,,,,
1448,Special Service for Groups,http://www.ssg.org/,,,https://www.ssg.org/contact-us/,,,,,
1449,Specialized Health Services Inc,http://shsvistas.org/,,,https://shsvistas.org/contact-us/,,,,,
1450,"Spectrum Community Services, Inc.",https://www.spectrumcs.org/,,,https://www.spectrumcs.org/contact-us,,,,,
1451,Spirit Awakening Foundation,http://www.spiritawakening.org/,,,http://www.spiritawakening.org/contact-us,,,,,
1452,Spirit League,http://spiritleague.org/,,,,,,,,
1453,SPIRITT Family Services,http://www.spiritt.org/,,,https://www.spiritt.org/contact/,,,,,
1454,Spokes,http://www.spokesfornonprofits.org/,,,https://www.spokesfornonprofits.org/contact-us/,,,,,
1455,Spondylitis Association of America,https://www.spondylitis.org/,,,https://spondylitis.org/contact-us/,,,,,
1456,St. Francis Foundation of Santa Barbara,http://www.stfrancisfoundationsb.org/,,,http://www.stfrancisfoundationsb.org/contact-us,,,,,
1457,St. Joseph's Family Center,http://www.sccommunityservices.org/,,,http://www.sccommunityservices.org/contact-us,,,,,
1458,Stakeholders + Neighborhoods Initiative,http://www.thesni.org/,,,,,,,,
1459,STAND! For Families Free of Violence,http://www.standffov.org/,,,https://www.standffov.org/contact/,,,,,
1460,Standing Together to End Sexual Assault,http://www.stesa@sbstesa.org/,,,https://sbstesa.org/contact/,,,,,
1461,Stanislaus County Police Activities League,https://www.stancopal.org/,,,https://www.stancopal.org/contact,,,,,
1462,Stanislaus Family Justice Center,https://www.stanislausfamilyjustice.org/,,,,,,,,
1463,Starlight Universal Church,,,,,,,,,
1464,State Humane Association of California,http://www.calanimals.org/,,,https://www.calanimals.org/contact,,,,,
1465,Statewide California Electronic Library Consortium,http://scelc.org/,,,http://scelc.org/contact-us,,,,,
1466,STEM to the Future,https://www.stemtothefuture.org/,,,https://www.stemtothefuture.org/contact-us,,,,,
1467,Step One Nursery School,http://www.steponeschool.org/,,,http://www.steponeschool.org/contact,,,,,
1468,Stepping Up Santa Cruz,http://recoverycafesc.org/,,,,,,,,
1469,Stewards of the Coast & Redwoods,https://stewardscr.org/,,,https://stewardscr.org/contact-us/,,,,,
1470,Stiles Hall,http://www.stileshall.org/,,,https://stileshall.org/contact-us/,,,,,
1471,Storyteller,http://wearestoryteller.org/,,,http://wearestoryteller.org/contact,,,,,
1472,"STREAMS IN THE DESERT FOUNDATION, INC. dba High Desert Community Foundation",http://www.hdcfoundation.org/,,,http://www.hdcfoundation.org/http://hdcfoundation.org/contact/,,,,,
1473,StrengthUnited,https://www.csun.edu/eisner-education/strength-united,,,https://www.csun.edu/contact,,,,,
1474,Success Stories Program,https://www.successstoriesprogram.org/,,,,,,,,
1475,Surprise Farm Retreat Center,https://www.surpriseretreatcenter.net/,,,,,,,,
1476,Sustainable Solano Inc,https://sustainablesolano.org/,,,https://sustainablesolano.org/contact/,,,,,
1477,Synopsys Silicon Valley Science & Technology Outreach Foundation,https://outreach-foundation.org/,,,https://outreach-foundation.org/about-us/contact-us/,,,,,
1478,Tahoe Truckee Community Foundation,http://www.ttcf.net/,,,,,,,,
1479,Tahoe Youth and Family Services,https://www.tahoeyouth.org/,,,https://www.tahoeyouth.org/contact/,,,,,
1480,Tamalpa Institute,https://www.tamalpa.org/,,,https://tamalpa.org/about-us/contact/,,,,,
1481,Tarjimly,http://tarjimly.org/,,,http://tarjimly.org/contact,,,,,
1482,Taulama for Tongans,https://www.taulama.org/,,,https://www.taulama.org/contact,,,,,
1483,Tee Divas and Tee Dudes Golf Club Foundation DBA: TDTD Foundation,,,,,,,,,
1484,Temple Beth El JCC,http://www.tbeaptos.org/,,,,,,,,
1485,Tenemos Que Reclamar Y Unidos Salvar LA Tierra South LA,http://www.trustsouthla.org/,,,,,,,,
1486,The Ahmanson Foundation,http://www.theahmansonfoundation.org/,,,https://theahmansonfoundation.org/contact-us/,,,,,
1487,The Arc of Amador and Calaveras,http://www.arcofamador.com/,,,,,,,,
1488,The Arc of Riverside County,https://arcriverside.org/,,,https://arcriverside.org/who-we-are/contact.html,,,,,
1489,The Art Center of Redwood City DBA Art Bias,https://www.artbias.org/,,,https://www.artbias.org/contact,,,,,
1490,The Beacon House Association of San Pedro,http://www.thebeaconhouse.org/,,,https://www.thebeaconhouse.org/about/contact/,,,,,
1491,The Belonging Lab,https://www.thebelonginglabsd.org/,,,https://www.thebelonginglabsd.org/contact-us,,,,,
1492,The Berkeley Food Network,http://www.berkeleyfoodnetwork.org/,,,https://www.berkeleyfoodnetwork.org/who-we-are/contact/,,,,,
1493,The Birren Center for Autobiographical Studies,http://thebirrencenter.org/,,,http://thebirrencenter.org/contact-us,,,,,
1494,The Body Positive,http://thebodypositive.org/,,,,,,,,
1495,The Bread Project,https://breadproject.org/,,,https://breadproject.org/contact/,,,,,
1496,The C.G. Jung Institute of San Francisco,http://www.sfjung.org/,,,http://www.sfjung.org//about/contact-us/,,,,,
1497,The California Center for Civic Participation,http://www.californiacenter.org/,,,https://www.californiacenter.org/contact,,,,,
1498,The California Wellness Foundation,http://www.calwellness.org/,,,https://www.calwellness.org/contact-us/,,,,,
1499,The Campaign for Legal Services,http://www.thecampaignsv.org/,,,https://thecampaignsv.com/contact-us/,,,,,
1500,The Cedars of Marin,http://www.cedarslife.org/,,,https://www.cedarslife.org/contact,,,,,
1501,The Center for Music and Wellness Inc.,http://www.musicandwellness.org/,,,,,,,,
1502,The Center in Hollywood,https://thecenterinhollywood.org/,,,https://thecenterinhollywood.org/contact-us,,,,,
1503,The Children's Project,http://www.emotionallyhealthychildren.org/,,,https://emotionallyhealthychildren.org/contact-2/,,,,,
1504,The Chrysalis Center,https://www.changelives.org/,,,https://www.changelives.org/contact-us/,,,,,
1505,The Climate Corps Initiative,http://www.thecci.org/,,,https://thecci.org/contact-us/,,,,,
1506,"The Colorwave Project, Inc.",http://www.thecolorwave.org/,,,http://www.thecolorwave.org/contact-us,,,,,
1507,The Defeating Epilepsy Foundation,http://www.defeatingepilepsy.org/,,,,,,,,
1508,The Delores A. Threatt Foundation,http://deloresthreattfoundation.org/,,,,,,,,
1509,The Dibble Institute,https://dibbleinstitute.org/,,,https://dibbleinstitute.org/contact/,,,,,
1510,The Durfee Foundation,http://twitter.com/durfeeLA,,,,,,,,
1511,The Easter Island Foundation,http://www.easterislandfoundation.org/,,,https://www.easterislandfoundation.org/contact,,,,,
1512,The Eli Home Inc.,http://elihome.org/,,,,,,,,
1513,The Friends of the Marina Library,https://friendsofthemarinalibrary.org/,,,https://friendsofthemarinalibrary.org/contact/,,,,,
1514,The Friends of the Nevada County Libraries,http://ncfol.org/,,,,,,,,
1515,The Gamble House Conservancy,http://www.gamblehouse.org/,,,https://gamblehouse.org/contact/,,,,,
1516,The Ghost Road Company,http://ghostroad.org/,,,https://ghostroad.org/contact/,,,,,
1517,The Greenberg Foundation,,,,,,,,,
1518,The Guild of Carillonneurs in North America,https://www.gcna.org/,,,https://www.gcna.org/contact,,,,,
