"name","address","zip_code","type","irs_name","asset_amt","revenue_amt","administrator","phonenumber","mission_aligned"
"Lemon Grove Moose Lodge","9050 Memory Ln","91977.0","CommunityCenter","SPRING VALLEY HISTORICAL SOCIETY",0.0,0.0,NULL,NULL,1
"Mira Mesa Post Office","9051 Mira Mesa Blvd","92126.0","PostOffice","AMERICAN INDUSTRIAL HYGIENE ASSOCIATION",0.0,0.0,NULL,NULL,0
"ROSE SCHOOL  ","906 N Rose St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"MOOSE LODGE LEMON GROVE 1713","9062 Memory Ln","91977.0","Liquor","LEMON GROVE CHAPTER NO 2267 WOMEN OF THE MOOSE",0.0,0.0,NULL,NULL,0
"HARRIS  CAROLYN ANN","910 Gem Ln","92065.0","Liquor","RAMONA VALLEY WINERY ASSOCIATION",0.0,0.0,NULL,NULL,0
"PULSEWORKS LLC USS MIDWAY FLIGHT SIMULATOR ","910 N Harbor Dr",NULL,"AMUSEMENT CENTER","MIDWAY FOUNDATION INC",9707470.0,6312919.0,"C/O TREASURER",NULL,0
"Sycuan Tennis Resort","910 Willow Glen Dr","92019.0","RecreationalFacility","KUMEYAAY COMMUNITY COLLEGE INC",91902.0,67061.0,NULL,NULL,0
"GILPIN BRAD DBA HIDDEN TREASURES ","913 S Main Ave",NULL,"MISC SCHOOL","HIDDEN TREASURES",28099.0,346046.0,NULL,NULL,0
"COUNTY OF SAN DIEGO-APCD","9150 Chesapeake Dr","92123.0","GovernmentFacility","GLOBAL DATA AND POLICY INSTITUTE",1.0,NULL,NULL,NULL,0
"FAA-SOUTHERN CALIF TRACON","9175 Kearny Villa Rd","92126.0","GovernmentFacility","NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION",61383.0,69399.0,NULL,NULL,0
"Californa Coast Credit Union","9201 Spectrum Center Blvd","92123","Financial Office","ORANGE WAVE FOUNDATION",0.0,0.0,NULL,NULL,0
"NATIONAL CITY HISTORIC DEPOT  ","922 W 23Rd St",NULL,"PUBLIC AGENCY","SAN DIEGO ELECTRIC RAILWAY ASSOCIATION",1316048.0,1018256.0,NULL,NULL,0
"JANET'S CAFE & DELI LLC","9225 Carlton Hills Blvd","92071.0","Liquor","ELEV8 ARTS FOUNDATION INC",0.0,0.0,NULL,NULL,0
"REGIONAL OCCUPATION PROGRAM  ","924 E Main St",NULL,"PUBLIC AGENCY","SAN DIEGO COUNTY OUTDOOR EDUCATION ASSOCIATION INC",0.0,0.0,NULL,NULL,0
"OCEANSIDE CHAMBER OF COMMERCE  ","928 N Coast Hwy",NULL,"MISC PROFESSIONAL","OCEANSIDE CHAMBER OF COMMERCE",2298272.0,781025.0,NULL,NULL,0
"HARRISON PHOTOGRAPHIC  ","930 W Ivy St",NULL,"COMMERCIAL","ADVERTISING PHOTOGRAPHERS OF AMERICA SAN DIEGO",0.0,0.0,NULL,NULL,0
"UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER","9300 Campus Point Dr","92037.0","Hospital","CLINICAL SOCIETY OF GENITOURINARY",0.0,0.0,NULL,NULL,1
"EAGLES LODGE 3973","9317 Shadow Hill Rd","92071.0","Liquor","FRATERNAL ORDER OF EAGLES",651905.0,251680.0,NULL,NULL,0
"Mesa View Plaza","9350 Waxie Way","92123-1015","Office","PACIFIC RIDGE NEIGHBORHOOD HOMEOWNERS ASSOCIATION",920090.0,490692.0,NULL,NULL,0
"Black Mtn Multi-Purpose Gym","9353 Oviedo St","92126.0","RecreationalFacility","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"Jack In the Box Innovation Center","9357 Spectrum Center Blvd","92123-1444","Office","JACK IN THE BOX FOUNDATION",4087048.0,3829109.0,NULL,NULL,0
"ALANO CLUB OF EL CAJON  ","938 E Washington Ave",NULL,"MISC PROFESSIONAL","ALANO CLUB OF EL CAJON",563665.0,107732.0,NULL,NULL,0
"National University - Spectrum","9388 Lightwave Ave","92123.0","HigherEducationFacility","JOHN F KENNEDY UNIVERSITY",0.0,0.0,NULL,NULL,0
"MISSION MIDDLE SCHOOL  ","939 E Mission Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"PolyPeptide Laboratories San Diego","9395 Cabot Dr","92126-4310","Manufacturing/ Industrial/ Lab","PEPTIDE THERAPEUTICS FOUNDATION",335263.0,174477.0,NULL,NULL,0
"9420 Athena Cir","9420 Athena Cir","92037","Medical Office","LA JOLLA IMMUNOLOGY CONFERENCE",221881.0,131727.0,NULL,NULL,0
"IMPERIAL BEACH HEALTH CENTER","949 Palm Ave","91932.0","Community Clinic","IMPERIAL BEACH COMMUNITY CLINIC",10751291.0,15625712.0,NULL,NULL,1
"Church of His Kingdom","950 Garland Dr","92154.0","ReligiousStructure_C","GRUPO DE UNIDAD CRISTIANA",123897.0,NULL,NULL,NULL,0
"Preuss","9500 Gilman Drive","92093.0","School","ASSOCIATION OF STUDENT PHARMACISTS AT UCSD SSPPS",0.0,0.0,NULL,NULL,0
"San Diego Swim School","9550 Carmel Mountain Rd","92129.0","RecreationalFacility","NORTH COUNTY CONFERENCE",0.0,0.0,NULL,NULL,0
"Christian Life Center of San Diego","9617 Campo Rd","91977.0","ReligiousStructure_C","GRIDIRON MINISTRIES INC",0.0,0.0,NULL,NULL,0
"New Beginning Community Church","9625 Black Mountain Rd","92126.0","ReligiousStructure_C","SALAM COMMUNITY SERVICES",24267.0,64814.0,NULL,NULL,1
"Marshall Mid","9700 Avenue Of Nations","92131.0","School","MARSHALL MUSTANG ORGANIZATION",107142.0,70390.0,NULL,NULL,0
"Chula Vista Hills","980 Buena Vista Way","91910.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",31049.0,32745.0,NULL,NULL,0
"ESCONDIDO UNION SCHOOL DISTRICT PIONEER SCHOOL ","980 N Ash St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"New Apostolic Church of Jesus Christ","981 Vale Terrace Dr","92084.0","ReligiousStructure_C","COMMUNITY INTERFACE SERVICES",6731007.0,11137024.0,NULL,NULL,0
"Jacobs & Cushman San Diego Food Bank","9850 Distribution Ave","92121-2320","Non-Refrigerated Warehouse","JACOBS & CUSHMAN SAN DIEGO FOOD BANK",116264697.0,110322332.0,NULL,NULL,0
"BEHIND THE SCENES INC","9888 Waples St","92121.0","Liquor","CONFRERIE DE-LA-CHAINE DES ROTISSEURS LTD",319.0,-196.0,NULL,NULL,0
"Inova Diagnostics Inc.","9900 Old Grove Rd","92131-1638","Manufacturing/ Industrial/ Lab","TOASTMASTERS INTERNATIONAL",0.0,0.0,NULL,NULL,0
"Lakeside Historical Society","9906 Maine Ave","92040.0","Museum","LAKESIDE HISTORICAL SOCIETY",411693.0,46056.0,NULL,NULL,0
"GROSSMONT UNION HIGH SCHOOL DIST SANTANA HIGH SCHOOL ","9915 N Magnolia Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"GRAVITY HEIGHTS SORRENTO VALLEY LP-SHIP","9920 Pacific Heights Blvd","92121.0","Liquor","HOTEP HENNY",0.0,0.0,NULL,NULL,0
"9990 Alesmith Ct","9990 Alesmith Ct","92126-4200","Manufacturing/ Industrial/ Lab","ANVIL OF HOPE",29148.0,70120.0,NULL,NULL,0
