"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LA MESA FAMILY DENTAL","7557  El Cajon Blvd",NULL,"DENTIST","CLINIC",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LANDIS AVENUE DENTAL","264  Landis Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","SERVICES",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LANDIS AVENUE FAMILY","264  Landis Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LATINO OUTREACH CTR","3524  30Th St",NULL,"MISCELLANEOUS ASSOC","SEE 7430021897",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7592  Broadway",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7584  Broadway",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7584  Broadway",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7828  Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7586  Broadway",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY","7586  Broadway",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE FAMILY CENTER","7586  Broadway",NULL,"MISCELLANEOUS ASSOC","DBA LAB CORP",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LEMON GROVE PHYSICAL&","7826  Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","WELLNESS CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LOGAN HEIGHTS FAMILY","2204  National Ave",NULL,"MISCELLANEOUS ASSOC","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LOGAN HEIGHTS FAMILY","1809  National Ave",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LOGAN HEIGHTS FAMILY","1827  Logan Ave",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA MAIN STREET FAMILY HEALTH","850 E Main St",NULL,"MISCELLANEOUS ASSOC","CENTER MOLISSON",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA MISSION BAY FAMILY","4646  Mission Bay Dr",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA NATIONAL CITY","1000 S Euclid Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","FAMILY HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA NORTH PARK FAMILY","2136  El Cajon Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA NORTH PARK FAMILY HEALTH","3544  30Th St",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA OCEANSIDE FAMILY","2201  Mission Ave",NULL,"MISCELLANEOUS ASSOC","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA PEDIATRIC DEVELOPMENTAL","1875  National Ave",NULL,"MISCELLANEOUS ASSOC","SERVICES",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA SHERMAN HEIGHTS FAMILY","2391  Island Ave",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA SOUTHBAY FAMILY COUNSELING","740  10Th St",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA SWEETWATER FAMILY","333  H St",NULL,"DOCTOR/OSTEOPA/CHIRO","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FERN STREET COMMUNITY ARTS INC DBA FERN STREET CIRCUS ","4063  Polk Ave",NULL,"MISC PROFESSIONAL","ATTN JOHN HIGHKIN/SNEHA CRAIG",NULL,"Audrey Merged",NULL
"FIRST FREE METHODIST CHURCH OF ESCONDIDO DBA FOUNDRY COMMUNITY","120 N Ash St",NULL,"RELIGIOUS ORGANIZATI","CHURCH THE",NULL,"Audrey Merged",NULL
"FITNESS LLC DBA BALANCED FITNESS&HEALTH ","1130  7Th Ave",NULL,"FITNESS CENTER","C/O RODRIGO IGLESIAS",NULL,"Audrey Merged",NULL
"FLORIDA STREET HOUSING ASSOCIATES LP ","3783  Florida St",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"FLYERS ENERGY LLC 3021 ","9270  Dowdy Dr",NULL,"GAS&OIL PLANTS","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"FLYERS ENERGY LLC 4412 ","1726 W Mission Rd",NULL,"GAS&OIL PLANTS","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"FLYERS ENERGY LLC 4415 ","1567  Simpson Way",NULL,"GAS&OIL PLANTS","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"FLYERS ENERGY LLC 4421 ","13910  Danielson St",NULL,"GAS&OIL PLANTS","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"FULLER CENTER FOR HOUSING OF SAN DIEGO ","4818  Siesta Dr",NULL,"LOW INCOME HOUSING","C/O BETTIE YOUNGS",NULL,"Audrey Merged",NULL
"FULLER CENTER FOR HOUSING OF SAN DIEGO ","3957  Cameo Dr",NULL,"LOW INCOME HOUSING","C/O BETTIE YOUNGS",NULL,"Audrey Merged",NULL
"FULLER CENTER FOR HOUSING OF SAN DIEGO ","4587  Big Sur St",NULL,"LOW INCOME HOUSING","C/O BETTIE YOUNGS",NULL,"Audrey Merged",NULL
"FULLER CENTER FOR HOUSING OF SAN DIEGO ","3580  Normandy Cir",NULL,"LOW INCOME HOUSING","C/O BETTIE YOUNGS",NULL,"Audrey Merged",NULL
"GATEWAY ENERGY STORAGE LLC REV RENEWABLES ","645  Camino De La Fuente",NULL,"ELECTRICITY GENERATI","C/O TAX DEPT REBECCA AUTRY",NULL,"Audrey Merged",NULL
"GATEWAY ENERGY STORAGE LLC REV RENEWABLES ","641  Camino De La Fuente",NULL,"ELECTRICITY GENERATI","C/O TAX DEPT REBECCA AUTRY",NULL,"Audrey Merged",NULL
"GATEWAY I HOUSING INVESTORS LP  ","1603  Logan Ave",NULL,"LOW INCOME HOUSING","ATTN JOSEPH M MICHAELS",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC #6073182001 ","5555  Grossmont Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 201",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC 060730710A3 ","751  Medical Center Ct",NULL,"DRUGS-WHOLESALE","C/O RYAN LLC DEPT 752",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC 060733260A9 ","4877  Mercury St",NULL,"DRUGS-WHOLESALE","C/O RYAN LLC DEPT 752",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC 060733260S7 ","7901  Frost St",NULL,"DRUGS-WHOLESALE","C/O RYAN LLC DEPT 752",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC 6073108001 ","850 W Bradley Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 752",NULL,"Audrey Merged",NULL
"GE PRECISION HEALTHCARE LLC LOC 06073326E1 ","701  B St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC DEPT 201",NULL,"Audrey Merged",NULL
"GENERAL ELECTRIC HEALTH CARE GE HEALTHCARE ","5555  Grossmont Center Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","3444  Kearny Villa Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","16835 W Bernardo Dr",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","9850  Genesee Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","701 E Grand Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","5395  Ruffin Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","3366  5Th Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","4060  4Th Ave",NULL,"RADIOLOGY LABORATORY","ATTN LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","320  Santa Fe Dr",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS MSO LLC ","3444  Kearny Villa Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","3366  5Th Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","5395  Ruffin Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","701 E Grand Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","9850  Genesee Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","3444  Kearny Villa Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","3444  Kearny Villa Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","320  Santa Fe Dr",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","8851  Center Dr",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ","4060  4Th Ave",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENESIS HEALTHCARE PARTNERS PC GHP PC ADMINISTRATIVE OFFICE","3444  Kearny Villa Rd",NULL,"RADIOLOGY LABORATORY","C/O LORI MILLER",NULL,"Audrey Merged",NULL
"GENTIVA HEALTH SERVICES (USA) LLC ","969  Market St",NULL,"REST HOME","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"GLEN AT SCRIPPS RANCH, THE","9800 Glen Center Drive","92131.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","KLINE, MEEGAN","(858) 444-8500","Audrey Merged",NULL
"GLOBAL ENERGY NETWORK INSTITUTE SIMCENTER","4420  Rainier Ave",NULL,"MISCELLANEOUS AGENCY","ATTN PETER B MEISEN",NULL,"Audrey Merged",NULL
"GMB PARTNERS LP BELLA AFFORDABLE HOUSING FOUNDATION MGP","3526  Fairmount Ave",NULL,"APARTMENTS","C/O CHRISTOPHER BLATT",NULL,"Audrey Merged",NULL
"GOGGIN WAREHOUSING LLC  ","2660  Sarnen St",NULL,"MISC BROKER","C/O MARTY CREVITT",NULL,"Audrey Merged",NULL
"GOLDEN AGE GARDEN HOUSING PARTNERS LP ","740 S 36Th St",NULL,"LOW INCOME HOUSING","C/O THE AMERLAND GROUP LLC",NULL,"Audrey Merged",NULL
"GOLDEN LIVING HEALTH MANAGEMENT, INC.","3223 Duke Street","92110.0","RESIDENTIAL CARE ELDERLY","ROCIO GRANDA","(619) 222-1109","Audrey Merged",NULL
"GREATER GOLDERN HILL COMMUNITY DEVELOPMENT CORP G P SAN DIEGO GOLDEN VILLAS L P","3365  Elm St",NULL,"LOW INCOME HOUSING","DBA GOLDEN VILLA APTS",NULL,"Audrey Merged",NULL
"GREATER SAN DIEGO MUSLIM COMMUNITY CENTER ","14698  Via Fiesta",NULL,"MISCELLANEOUS ASSOC","C/O OWAIS SIDDIQUI",NULL,"Audrey Merged",NULL
"GUADALUPE PLAZA DEVELOPMENT CORP/LR GUADALUPE HOUSING PARTNERS","4142  42Nd St",NULL,"LOW INCOME HOUSING","LP (L/F)",NULL,"Audrey Merged",NULL
"GUARDANT HEALTH INC  ","10578  Science Center Dr",NULL,"MEDICAL LABORATORY","ATTN MICHELLE LEMUS",NULL,"Audrey Merged",NULL
"GUARNERI INTEGRATIVE HEALTH INC DBA PACIFIC PEARL LA JOLLA","6919  La Jolla Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RAUNI PRITTINEN KING",NULL,"Audrey Merged",NULL
"GUTHRIE&SONS DBA GUTHRIE&SONS HEATING COOLING&ENERGY","8248  Ronson Rd",NULL,"HEATING&AIR CONDITIO","ATTN MATTHEW GUTHRIE",NULL,"Audrey Merged",NULL
"HAHC ACUPUNTURE CENTER INC DBA HEALING ARTS HEALTH CENTER ","5222  Balboa Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","DBA SHAHEED ABDULLAH",NULL,"Audrey Merged",NULL
"HARMONY COMMUNITY WELLNESS CENTER DBA HARMONY ACCUPUNCTURE","280 E 3Rd Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN LARS NIELSEN",NULL,"Audrey Merged",NULL
"HDP MASON HOUSING CORPORATION  ","1337  5Th Ave",NULL,"MISCELLANEOUS ASSOC","C/O NATHAN SIMPSON",NULL,"Audrey Merged",NULL
"HDR ENVIRONMENTAL OPERATIONS& CONSTRUCTION INC ","591  Camino De La Reina",NULL,"ARCHITECT&ENGINEER","ATTN JILL HOGAN",NULL,"Audrey Merged",NULL
"HEALTH DIAGNOSTICS OF CALIFORNIA A PROFESSIONAL CORP DBA SIMONMED IMAGING","345  Saxony Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"HEALTH DIAGNOSTICS OF CALIFORNIA DBA SIMONMED IMAGING","499 N El Camino Real",NULL,"RADIOLOGY LABORATORY","ATTN JENNIFER GROTENRATH",NULL,"Audrey Merged",NULL
"HEALTH EDUCATION ADVOCACY LEADERSHIP INC HEAL INC","4276  54Th Pl",NULL,"MISCELLANEOUS ASSOC","ATTN DARLING RICHIEZ",NULL,"Audrey Merged",NULL
"HEALTH EMPOWERMENT RESOURCES INC DBA GOOD PHARMA COMPOUNDING","951  Turquoise St",NULL,"PHARMACY","PHARMACY SEE 7430037346",NULL,"Audrey Merged",NULL
"HEALTH NET INC AT CAMP PENDLETON ","0  Camp Pendleton Naval Hosp",NULL,"MISC PROFESSIONAL","ATTN JULIE ZAGER",NULL,"Audrey Merged",NULL
"HEALTH NET LLC  ","1050  Los Vallecitos Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"HEALTH NET LLC  ","3131  Camino Del Rio N",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O RYAN LLC",NULL,"Audrey Merged",NULL
"HEALTH PLUS HOME HEALTH CARE INC ","3110  Camino Del Rio S",NULL,"MISC & TECHNICAL LAB","C/O ANDREW QUINN",NULL,"Audrey Merged",NULL
"HEALTH PRO MEX INC DBA OASIS OF HOPE STORE ","744  Design Ct",NULL,"SPECIALTY STORE-SOFT","ATTN FRANCISCO CONTRERAS",NULL,"Audrey Merged",NULL
"HEALTH QUEST ENTERPRISES INC DBA FORWARD ARCH ","3824  Carlsbad Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","PMB 357",NULL,"Audrey Merged",NULL
"HEALTH SCIENCES HIGH SCHOOL& MIDDLE COLLEGE ","3910  University Ave",NULL,"MISC SCHOOL","C/O IAN PUMPIAN",NULL,"Audrey Merged",NULL
"HEALTH&HUMAN SERVICES  ","750  B St",NULL,"PUBLIC AGENCY","C/O LORRALI HERRARA",NULL,"Audrey Merged",NULL
"HEALTH&WELLNESS ALTERNATIVES INC ","2515  Camino Del Rio S",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O ROSEMARIE FLORES",NULL,"Audrey Merged",NULL
"HEALTH&WELLNESS CONSULTATION CENTER II ","5252  Balboa Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O ABIGAIL BURD",NULL,"Audrey Merged",NULL
"HEALTHBREADS INC DBA OASIS BREADS ","155  Mata Way",NULL,"BAKERY-BAKER","ATTN JAMES PICKELL",NULL,"Audrey Merged",NULL
"HEALTHCARE SOLUTIONS INSURANCE AGENCY INC DBA LIFEBUILDERS INSURANCE","2878  Camino Del Rio S",NULL,"INSURANCE BROKER","PMB 33",NULL,"Audrey Merged",NULL
"HEALTHPRO HERITAGE LLC DBA HEALTHPRO PEDIATRICS ","2445  Truxtun Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"HEALTHSOURCE CHIROPRACTIC OF ESCONDIDO ","235 W 5Th Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DR KEVIN BUGG DC",NULL,"Audrey Merged",NULL
"HEALTHSTREAM INC VERITYSTREAM ","9605  Scranton Rd",NULL,"SOFTWARE","ATTN CHRIS MOSLEY",NULL,"Audrey Merged",NULL
"HEALTHY BACK STORE LLC THE  ","9369  Dowdy Dr",NULL,"SPECIALTY/HARD GOODS","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"HEALTHY CREATIONS CAFE INC DBA NECTARINE GROVE BAKEHOUSE ","2720  Via De La Valle",NULL,"CAFE","ATTN RHIANA GLOR",NULL,"Audrey Merged",NULL
"HEALTHY JUICE OPS LLC DBA MAD BEET THE ","933  Garnet Ave",NULL,"CAFE","C/O DANIEL HACK",NULL,"Audrey Merged",NULL
"HEALTHY LIVING AT HOME SAN DIEGO LLC MHH - NORTH COUNTY SAN DIEGO","334  Via Vera Cruz",NULL,"EMPLOYMENT","MISSION HEALTHCARE",NULL,"Audrey Merged",NULL
"HEALTHY WITHIN A PSYCHOLOGICAL CORPORATION ","5405  Morehouse Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DIVYA KAKAIYA",NULL,"Audrey Merged",NULL
"HERALD CHRISTIAN HEALTH CENTER  ","7808  Clairemont Mesa Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN EMILY SZETO",NULL,"Audrey Merged",NULL
"HERZOG TRAVIS RIDD/ LOHRMAN JOHN WILLIAM DBA CALIFORNIA HEALTHQUOTE","2888  Loker Ave E",NULL,"MISC PROFESSIONAL","INSURANCE SERVICES",NULL,"Audrey Merged",NULL
"HILL COUNTRY COMMUNITY CHURCH ADMINISTRATOR ","8950  Lakeview Rd",NULL,"RELIGIOUS ORGANIZATI","ATTN TREASURER",NULL,"Audrey Merged",NULL
"HOMELESS HOUSING NAVIGATION CENTER","1401 Imperial Ave",NULL,"HOMELESS","Economic Dev",NULL,"Audrey Merged",NULL
"HOST HEALTHCARE INC  ","7676  Hazard Center Dr",NULL,"EMPLOYMENT","ATTN WILLIAM BULGER",NULL,"Audrey Merged",NULL
"HOUSING DEVELOPMENT PARTNERS HDP MARINERS VILLAGE LP DBA MARINERS VILLAGE","6847  Potomac St",NULL,"APARTMENTS","C/O NATHAN SIMPSON",NULL,"Audrey Merged",NULL
"HOUSING DEVELOPMENT PARTNERS OF SAN DIEGO DBA CASA COLINA DEL SOL","5207  52Nd Pl",NULL,"LOW INCOME HOUSING","C/O NATHAN SIMPSON",NULL,"Audrey Merged",NULL
"HOUSING ON MERIT  ","501 W Broadway",NULL,"MISC & TECHNICAL LAB","ATTN JENNIFER LITWAK EXEC DIR",NULL,"Audrey Merged",NULL
"HOWARD GARDNER COMMUNITY CHARTER SCHOOL ","647  E St",NULL,"PUBLIC AGENCY","C/O SHANNON RICHARDSON",NULL,"Audrey Merged",NULL
"HUDA COMMUNITY CENTER  ","4175  Bonillo Dr",NULL,"MISCELLANEOUS ASSOC","ATTN MOHAMED DAHIR",NULL,"Audrey Merged",NULL
"HUMANA INC CENTERWELL CERTIFIED HEALTHCARE CORP","2525  Camino Del Rio S",NULL,"MISC PROFESSIONAL","ATTN TAX DEPARTMENT #7022",NULL,"Audrey Merged",NULL
"IDEAFIT INC IDEA HEALTH&FITNESS ASSOCIATION","9863  Pacific Heights Blvd",NULL,"MISCELLANEOUS AGENCY","PMB 453",NULL,"Audrey Merged",NULL
"IDEX HEALTH&SCIENCE LLC  ","2051  Palomar Airport Rd",NULL,"ELECTRONIC MANUFACTU","C/O BARBARA BERGER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","12620  Monte Vista Rd",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","2427  Transportation Ave",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","477 N El Camino Real",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","333  H St",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","150 W Washington St",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","3939  Ruffin Rd",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","3601  Vista Way",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC ","4150  Regents Park Row",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC DBA IHS RADIOLOGY MED GRP INC","6386  Alvarado Ct",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMAGING HEALTHCARE SPECIALISTS LLC DBA WOMENS IMAGING CENTER","333  H St",NULL,"RADIOLOGY LABORATORY","ATTN ELISA GOLDBERG CONTROLLER",NULL,"Audrey Merged",NULL
"IMPERIAL BEACH COMMUNITY CLINIC DBA NESTOR COMMUNITY HEALTH","1016  Outer Rd",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"INDUSTRIAL ENVIRONMENTAL ASSOCIATION OF SAN DIEGO COUNTY","1330  Orange Ave",NULL,"MISC PROFESSIONAL","ATTN JACK MONGER",NULL,"Audrey Merged",NULL
"INFORMATION&ENERGY SERVICES INC (IES) ","16770  Santanella St",NULL,"MISC PROFESSIONAL","C/O MICHAEL B ROGERS",NULL,"Audrey Merged",NULL
"INGLEWOOD COMMUNITY ADULT DAY HEALTHCARE CENTER INC DBA MAGNOLIA ADULT DAY","490 N Magnolia Ave",NULL,"MISC PROFESSIONAL","HEALTHCARE CENTER",NULL,"Audrey Merged",NULL
"INNOVATIVE ENVIRONMENTAL SOLUTIONS ","839  2Nd St",NULL,"MISC PROFESSIONAL","ATTN MICHAEL DAVIS",NULL,"Audrey Merged",NULL
"INTEGRATED PAIN MANAGEMENT MEDICAL GROUP INC BOOMERANG HEALTHCARE","7907  Ostrow St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DANIEL CERIO",NULL,"Audrey Merged",NULL
"INTER BUSINESS SOLUTIONS LLC DBA ITAN SOLARIUM ","12642  Poway Rd",NULL,"BODY CULTURE/MASSAGE","C/O MICHEL MIKSE OWNER",NULL,"Audrey Merged",NULL
"INTERFAITH COMMUNITY SERVICES INC DBA HAWTHORNE VETERAN&FAMILY","250 N Ash St",NULL,"MISCELLANEOUS ASSOC","RESOURCE CENTER",NULL,"Audrey Merged",NULL
"INTERFAITH COMMUNITY SERVICES INC DBA INTERFAITH COMMUNITY","5731  Palmer Way",NULL,"MISCELLANEOUS ASSOC","SERVICES",NULL,"Audrey Merged",NULL
"INTERNATIONAL COMMUNITY FOUNDATION ","2505  N Ave",NULL,"MISCELLANEOUS ASSOC","ATTN MARISA",NULL,"Audrey Merged",NULL
"ITALIAN MAPLE HOLDINGS LLC DBA LA PALOMA HEALTHCARE CENTER","3232  Thunder Dr",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"J GELT CORP DBA CASA PACIFICA ADULT DAY HEALTH CARE","1424  30Th St",NULL,"REST HOME","ATTN LUBA VAISMAN",NULL,"Audrey Merged",NULL
"JACOB HEALTH CARE CENTER","4075 54Th Street","92105.0","RESIDENTIAL CARE ELDERLY","CRUZ, JOSEPH","(619) 582-5168","Audrey Merged",NULL
"JACOB HEALTH CARE CENTER","4075 54Th Street","92105.0","RESIDENTIAL CARE ELDERLY","CRUZ, JOSEPH","(619) 582-5168","Audrey Merged",NULL
"JACOB HEALTH CARE CENTER LP UTAH LAKE HOLDINGS LLC JACOB HEALTH CARE CENTER","4075  54Th St",NULL,"REST HOME","C/O SHARON RAMIREZ",NULL,"Audrey Merged",NULL
