EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
933637918,SAN DIEGO BASSET HOUND RESCUE,% BRENDA E ROBERTS,1280 CRESTHILL RD,EL CAJON,CA,92021-3304,0,3,3,4000,202310,1,16,0,5,1,,0,0,2,0,12,,,,D20,
933641131,FUTOREFOUNDATION,,5390 GREENWILLOW LN,SAN DIEGO,CA,92130-6841,0,3,3,1000,202504,1,15,0,1,1,202412.0,1,2,2,0,12,5899.0,13309.0,13309.0,Q33,
933648951,CHILDHOOD TRAUMA FOUNDATION,% KIMBERLY BEEKMAN,7708 CORTE VIOLETA,CARLSBAD,CA,92009-9340,0,3,3,1200,202310,1,15,0,1,1,202412.0,3,3,2,0,12,28654.0,27764.0,27764.0,F80,
933657483,RAM MEDIA FOUNDATION,% GABRIEL B WISDOM,PO BOX 3815,RCHO SANTA FE,CA,92067-3815,0,3,3,1237,202504,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A34,
933677133,LANE ZERO ATHLETICS CLUB,% DILLON CHARLES BREEN,7490 ACAMA ST,SAN DIEGO,CA,92126-1002,0,3,3,1000,202310,1,16,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,N60,
933677265,GET INTO ACTION COMMITTEE,% TOM MOONEY,6255 FERNWOOD DR,LA MESA,CA,91942-4000,0,3,3,1000,202401,1,4,0,5,1,,0,0,0,1,12,,,,F22,
933680967,COLLECTIVSEA,% OCEANE E BOULAIS,1043 CHALCEDONY ST,SAN DIEGO,CA,92109-2628,0,3,3,2800,202506,1,16,0,5,1,,0,0,2,0,12,,,,A57,
933682033,STRIVING TO SERVE,% STRIVING TO SERVE,2402 CALLE SAN CLEMENTE,ENCINITAS,CA,92024-6606,0,3,3,1000,202310,1,15,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,S80,
933683660,EAGLES LACROSSE SAN DIEGO,% SPENCER PETTINE,990 HIGHLAND DR STE 302,SOLANA BEACH,CA,92075-2438,0,3,3,1000,202311,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N99,
933691588,EQUAL AID FOR EQUAL LIVES INC,,9984 SCRIPPS RANCH BLVD UNIT 804,SAN DIEGO,CA,92131-1825,0,3,3,1000,202407,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C30,
933709230,HOUSE OF ROMANIA ASSOCIATION - HORA,% CARLOS ABELARDO CRUZ,1324 PERSHING RD,CHULA VISTA,CA,91913-2515,0,3,3,2000,202310,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A99,
933723622,ROSS ELEMENTARY FAMILY FOUNDATION,% LYNN WEISBERG,7470 BAGDAD ST,SAN DIEGO,CA,92111-4317,0,3,3,1000,202310,1,15,0,1,1,202412.0,2,2,2,0,12,10433.0,21716.0,19127.0,B94,
933747278,MERCIFUL MEASURES INC,% EJAZ MOHAMMAD,1303 NORTHVIEW RD,ESCONDIDO,CA,92029-5631,0,3,3,1200,202310,1,16,0,1,1,202402.0,0,0,2,0,2,0.0,0.0,0.0,B82,
933777908,MESA GRANDE RETRIEVER CLUB OF SOUTHERN CALIFORNIA,,25730 EAGLE GAP,SANTA YSABEL,CA,92070-0000,0,7,3,1000,202310,2,0,0,1,1,202412.0,1,3,2,0,12,9845.0,45056.0,45056.0,N50,MESA GRANDE RETRIEVER CLUB
933778101,HEALING CAN T WAIT,,11160 RANCHO CARMEL DR STE 106,SAN DIEGO,CA,92128-4674,0,3,3,1000,202406,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,E60,ASPEN ARORA
933788744,AIDING REJUVENATION 4 KOMMUNITIES INC,,771 JUMACHA RD 502,EL CAJON,CA,92019-0000,0,3,3,1345,202311,1,15,0,1,1,,0,0,2,0,1,,,,W99,
933798212,LA LECHE LEAGUE OF THE UNITED STATES OF AMERICA,% MARY HOPE HODSON,27686 HERITAGE LN,VALLEY CENTER,CA,92082-6959,6316,3,9,1200,201705,1,16,0,1,1,202503.0,0,0,2,0,3,0.0,0.0,0.0,E014,LLL SAN DIEGO NORTH COUNTY INLAND
933809303,CHECK IT LIKE A MAN INC,% CLARK BARTRAM,1084 N EL CAMINO REAL B-344,ENCINITAS,CA,92024-1334,0,3,3,1200,202401,1,15,0,1,1,202412.0,3,3,1,0,12,34901.0,52649.0,52649.0,G30,
933809472,LLAMA MANIA,,2710 VALLEYCREEK DR,CHULA VISTA,CA,91914-4201,0,3,3,1200,202402,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,
933810624,MARAN ATHA MINISTRIES CA,% MERTA ALASO,824 CHERRYWOOD WAY,EL CAJON,CA,92021-5577,0,3,3,7000,202310,1,15,0,1,1,202304.0,0,0,2,0,4,0.0,0.0,0.0,X20,
933823252,BEAUTY BEYOND BARS,,11462 AVENGER RD,SAN DIEGO,CA,92126-5504,0,3,3,1000,202310,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,R01,
933824127,1OF1 SAN DIEGO,,2133 MANZANA WAY,SAN DIEGO,CA,92139-4017,0,3,3,1200,202310,1,16,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O12,
933829488,CAPITALW COLLECTIVE,,406 9TH AVE STE 314,SAN DIEGO,CA,92101-7279,0,3,3,1200,202501,1,15,0,1,1,202412.0,3,3,2,0,12,38259.0,47003.0,47003.0,B99,
933835227,SOUTH BAY NATIONAL CITY DIABLOS YOUTH FOOTBALL & CHEER,,6364 PARKSIDE AVE,SAN DIEGO,CA,92139-3702,0,3,3,1000,202310,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,O50,
933837126,SO CAL TIME CHASERS,% JESSICA MANNING ROSS,1471 STAR VALLEY RD,ALPINE,CA,91901-2341,0,3,3,1000,202402,1,16,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N69,
933838985,MAKE IT PLAIN BIBLE CHURCH,,PO BOX 2111,LEMON GROVE,CA,91946-2111,0,3,3,7000,202405,1,10,0,1,1,202412.0,4,4,6,0,12,145104.0,305754.0,305754.0,X20,
933841808,VACCINE RESEARCH FOUNDATION,% CHRISTOPHER COTTRELL,4079 GOVERNOR DR UNIT 5016,SAN DIEGO,CA,92122-2522,0,3,3,1800,202401,1,4,0,1,1,202412.0,6,5,0,1,12,1984415.0,881684.0,,G40,
933863855,IGLESIA CRISTIANA REVELACION DIVINA PRESENCIA DE DIOS INC,,159 AVERIL RD APT 2,SAN YSIDRO,CA,92173-2304,0,3,3,7000,202409,1,10,0,1,1,,0,0,6,0,12,,,,X20,
933867289,FIELDCREST ASPIRATION FOUNDATION,,12275 EL CAMINO REAL SUITE 100,DEL MAR,CA,92014-0000,0,3,3,1000,202405,1,4,0,1,1,202512.0,8,1,0,1,12,26005941.0,705.0,,T20,
933880136,BOWMAN GROUP TRANSITIONAL HOUSING,,PO BOX 740694,SAN DIEGO,CA,92174-0694,0,3,3,1000,202410,1,16,0,1,1,202412.0,1,1,2,0,12,25.0,25.0,25.0,I31,
933884815,FAIR PLATFORMS INITIATIVE,% ORIANA LAZAR,4080 HUERFANO AVE,SAN DIEGO,CA,92117-5241,0,4,3,3000,202405,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,R01,
933888904,ROBINS NEST RESCUE,% KIMBER WILLIAMS,16603 JOHN HENRY LN,RAMONA,CA,92065-6931,0,3,3,1240,202312,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
933894213,PROJECT 3128 ROBOTICS,% CHRISTINE LOW,12884 BAYWIND PT,SAN DIEGO,CA,92130-2796,0,3,3,2000,202401,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,O50,
933897108,INSPIREDUCATION,% ANTHONY DURAN,888 PROSPECT ST STE 200,LA JOLLA,CA,92037-4261,0,3,3,2000,202312,1,16,0,1,1,,0,0,2,0,6,,,,B80,INSPIRED
933920449,IMMIGRATION HOPE INC,,7770 REGENTS RD SUITE 113-248,SAN DIEGO,CA,92122-0000,0,3,3,1000,202311,1,16,0,1,1,,0,0,2,0,12,,,,P84,IMMIGRATIONHOPE
933957288,RANCHO SANTA FE WOMENS FUND,,PO BOX 7135,RCHO SANTA FE,CA,92067-7135,0,3,3,1000,202311,1,16,0,1,1,202506.0,6,5,1,0,6,1144088.0,556438.0,556438.0,P20,
933959892,CARE FOUNDATION INC,,PO BOX 26730,SAN DIEGO,CA,92196-0730,0,3,3,1000,202311,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T99,
933961109,IMMIGRATION PSYCHOLOGY PARTNERSHIPS,% MARIELA G SHIBLEY,411 CAMINO DEL RIO S STE 205,SAN DIEGO,CA,92108-3550,0,3,3,1000,202405,1,16,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,R22,
933963684,SOULS INTERNATIONAL LTD,,3322 MILLIKIN AVE,SAN DIEGO,CA,92122-2932,0,3,3,1000,202311,1,16,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,S30,
933966070,HUMAN HEALED,% JESS FELIX,2720 5TH AVE,SAN DIEGO,CA,92103-6329,0,3,3,1000,202311,1,15,0,1,1,202310.0,0,0,2,0,10,0.0,0.0,0.0,G12,
933966434,SRHS TRACK & FIELD BOOSTERS,% SHANKAR SITAPATI,10609 CHAPARAL VALLEY CT,SAN DIEGO,CA,92131-3226,0,3,3,2000,202312,1,15,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,B12,
933969623,KIDS IN SPORTS SAN DIEGO,,PO BOX 73,VALLEY CENTER,CA,92082-0073,0,3,3,1000,202507,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,T30,
933994301,DENTAL OFFICER WARDROOM,% ERIC HOWARD,PO BOX 555221,CMP PENDLETON,CA,92055-5221,0,19,3,1000,202401,2,0,0,5,1,,0,0,2,0,12,,,,J03,
934001604,GOLDEN SHORE SCC,% JEFFREY T GOSLINE,4683 33RD ST,SAN DIEGO,CA,92116-3313,0,3,3,7000,202404,1,10,0,1,1,,0,0,6,0,12,,,,X99,
934001768,GOLD MINERS GIRL,% THE GOLD MINERS GIRL,PO BOX 2133,JULIAN,CA,92036-2133,0,3,3,1200,202402,1,4,0,1,1,202312.0,0,0,0,1,12,0.0,0.0,0.0,C50,
934011512,HEART SOLDIERS MINISTRIES,% NICOLAS M SHIVERS,1279 W MAIN ST UNIT 207,EL CAJON,CA,92020-0000,0,3,3,1450,202311,1,16,0,1,1,,0,0,2,0,12,,,,X20,
934013794,TAL FAMILY FOUNDATION,,15585 POTOMAC RIDGE RD,SAN DIEGO,CA,92127-3667,0,3,3,1000,202311,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,T99,
934014637,KATYS FARM,,1562 VIEJAS CREEK TRL,ALPINE,CA,91901-2351,0,3,3,1240,202312,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,D20,
934033040,HEAL THRIVE FOUNDATION INC,% ASHER GRAAFF,1330 SPECIALTY DR,VISTA,CA,92081-8567,0,3,3,1000,202404,1,4,0,1,1,,0,0,0,1,12,,,,E50,
934035924,SAN DIEGO LIONS FC,,1816 SHEEP RANCH LOOP,CHULA VISTA,CA,91913-1659,0,3,3,1000,202401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N64,
934046425,CHARITABLE CHARMS,,4030 MANCHESTER AVE,ENCINITAS,CA,92024-4925,0,3,3,1000,202402,1,4,0,1,1,,0,0,0,1,12,,,,W12,
934078292,ROCK AND GLOW INC,,3525A DEL MAR HEIGHTS RD UNIT 319,SAN DIEGO,CA,92130-0000,0,3,3,1200,202501,1,15,0,1,1,,0,0,1,0,12,,,,O50,
934083055,FC BALBOA,,3329 NUTMEG ST,SAN DIEGO,CA,92104-5250,0,3,3,1200,202312,1,16,0,1,1,,0,0,2,0,6,,,,N64,
934088995,SUSTAINABLE HOUSING SAN DIEO,% LUKE DEMOTT,1768 EL PASO REAL,LA JOLLA,CA,92037-0000,0,3,3,1200,202311,1,16,0,1,1,,0,0,2,0,10,,,,C99,
934090260,FUNDEDYOUTH,,204 GREENFIELD DR STE F,EL CAJON,CA,92020-1963,0,3,3,1000,202311,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O53,
934100044,KAMAL JOHNSON NETWORK,% KAMAL JOHNSON NETWORK,589 N JOHNSON AVE UNIT 221,EL CAJON,CA,92020-3154,0,3,3,1200,202401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A30,
934101283,IGLESIA VISION APOSTOLICA INC,% FAUSTINO FLORES,1492 KENALAN DR,SAN DIEGO,CA,92154-3733,0,3,3,1700,202403,1,16,0,1,1,202412.0,2,3,1,0,12,16753.0,67782.0,67782.0,X20,
934102513,STAGES LEARNING FOUNDATION,% ANGELA NELSON,PO BOX 460,VISTA,CA,92085-0460,0,3,3,1200,202312,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,
934113201,GREEK LIFE AID,,2164 LAGO MADERO,CHULA VISTA,CA,91914-2094,0,3,3,1000,202312,1,4,0,1,1,202312.0,1,1,0,1,12,1.0,1.0,,N99,
934114262,CARPENTERS ASSISTANCE RELIEF PROGRAM,% JESSE GARCIA,8595 MIRALANI DR,SAN DIEGO,CA,92126-4352,0,3,3,1200,202404,1,16,0,1,1,202506.0,5,5,1,0,6,541470.0,670907.0,670907.0,S99,
934146305,APOSTOLIC GLOBAL MINISTRIES INC,,3747 AVENIDA SAN MIGUEL,BONITA,CA,91902-1234,0,3,3,1700,202406,1,15,0,1,1,202412.0,3,4,1,0,12,37845.0,187928.0,187928.0,X11,
934146525,SKATEFIGHTAMERICAN JIU-JITSU,,16603 ARENA DR,RAMONA,CA,92065-4108,0,3,3,1200,202508,1,15,0,1,1,,0,0,2,0,12,,,,N30,
934155157,HEARTS AND HOOVES HAVEN,,12222 A WOODSIDE 169,LAKESIDE,CA,92040-3014,0,3,3,1000,202311,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
934162702,VILLAGE WELLNESS INC,,4198 GRAYDON RD,SAN DIEGO,CA,92130-2116,0,3,3,1000,202311,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,E11,
934165641,FOR BETTER BRAINS,,510 STRATFORD COURT A204,DEL MAR,CA,92014-2703,0,3,3,1200,202410,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,W99,
934166018,RED BINACIONAL SINALOENSE,% JORGE E ROMO,1368 N IVY ST,ESCONDIDO,CA,92026-2721,0,3,3,1200,202407,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,R22,
934204328,UKRAINE AID,% FRANK HOLLINGSHEAD,13330 ALDRIN AVENUE,POWAY,CA,92064-0000,0,3,3,1000,202311,1,15,0,1,1,,0,0,2,0,12,,,,Q33,
934206053,SHOCK THE SYSTEM FOUNDATION,,350 10TH AVE STE 1000,SAN DIEGO,CA,92101-8705,0,4,3,1000,202507,2,0,0,1,1,202412.0,4,5,1,0,12,469217.0,747912.0,444916.0,R01,
934230270,LORDS OF SUNNYMEAD FOUNDATION,,979 WINDFLOWER WAY PMP 252,SAN DIEGO,CA,92106-2975,0,3,3,2000,202408,1,4,0,1,1,202412.0,1,1,0,1,12,1.0,1605.0,,B12,
934230414,SEA HOMESCHOOLERS FOUNDATION,,1124 ORANGEWOOD DR,ESCONDIDO,CA,92025-7505,0,3,3,2000,202402,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B01,
934230807,CENTER FOR MENTAL HEALTH EXCELLENCE INC,% VERONICA VIESCA,1621 LA PLAYA AVE APT 24,SAN DIEGO,CA,92109-6473,0,3,3,1000,202406,1,16,0,1,1,202412.0,2,3,1,0,12,18091.0,89432.0,89432.0,F30,
934236317,SAN DIEGO TOURISM FOUNDATION,,750 B ST STE 1500,SAN DIEGO,CA,92101-8131,0,3,3,1200,202405,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,S99,
934237459,HELPING HANDS CHAPLAINCY,,2581 FELINDA WAY,OCEANSIDE,CA,92056-3429,0,3,3,1000,202402,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
934239249,GB SOCIAL INC,,1041 MARKET STREET SUITE 165,SAN DIEGO,CA,92101-7233,0,3,3,1000,202504,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B90,
934239962,HISTORIC KENSINGTON SAN DIEGO,% DAVID ROTH,4156 MIDDLESEX DR,SAN DIEGO,CA,92116-2041,0,3,3,1000,202404,1,4,0,1,1,202412.0,3,3,0,1,12,31599.0,50522.0,,S20,
934246499,TORCH THEOLOGICAL SEMINARY,% PHUOC LE,7317 EL CAJON BLVD 225,LA MESA,CA,91942-7434,0,3,3,7000,202404,1,15,0,1,1,,0,0,2,0,12,,,,X20,
934247843,EMPOWERING TOGETHER ASSOCIATION,% LATONYA HARRIS CROOM,2202 J AVE,NATIONAL CITY,CA,91950-7141,0,3,3,1000,202403,1,16,0,1,1,,0,0,2,0,12,,,,O99,
934250166,HANNANVASH FAMILY FOUNDATION,,2876 KALMIA PL,SAN DIEGO,CA,92104-5419,0,3,3,1000,202401,1,4,0,1,1,202412.0,1,2,0,1,12,2504.0,12000.0,,T22,
934274460,GODS GOOD SERVICE,,10818 DAKOTA RANCH RD,SANTEE,CA,92071-1196,0,3,3,1257,202312,1,15,0,1,1,202510.0,0,0,2,0,10,0.0,0.0,0.0,X20,
934279272,GARAGE COLLECTIVE FOUNDATION INC,% ELENA BARBOUR,1827 MAIN ST STE B,SAN DIEGO,CA,92113-2145,0,3,3,1000,202311,1,15,0,1,1,,0,0,2,0,12,,,,E86,
934286827,LAMONT SMITH BASKETBALL FOUNDATION INC,% ALLEN L SMITH,7765 LUDINGTON PL,LA JOLLA,CA,92037-3806,0,3,3,1000,202402,1,16,0,1,1,202412.0,2,4,1,0,12,24634.0,110585.0,110585.0,N62,
934288809,GOLD MEETS GOLDEN INC,,712 VALE VIEW DR,VISTA,CA,92081-6725,0,3,3,1000,202311,1,15,0,1,1,202412.0,6,0,2,0,12,2643078.0,0.0,0.0,O50,
934300339,PAE PTO,% SECRETARY,679 ENCINITAS BLVD,ENCINITAS,CA,92024-3761,0,3,3,1200,202403,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B94,
934301177,IMPLEMENTABLES PURSUIT,% RONA GYLL ENZON,1103 OSAGE DR,SPRING VALLEY,CA,91977-4752,0,3,3,1000,202404,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,W30,
934302427,CHARLIE ELENORE FOUNDATION,,8483 EDNALYN LN,SAN DIEGO,CA,92127-6108,0,3,3,1000,202410,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,G20,
934309947,SISTERS AGAINST VIOLENCE,,6460 LAKE ARROWHEAD DR APT 144,SAN DIEGO,CA,92119-3234,0,3,3,1200,202312,1,16,0,1,1,,0,0,2,0,12,,,,P20,
934312020,PILLAR OF FIRE CHURCH SAN DIEGO INC,,4092 NEWTON AVE,SAN DIEGO,CA,92113-3306,0,3,3,1700,202507,1,10,0,1,1,,0,0,6,0,12,,,,X20,
934329251,JOY TO THE WORLD NAMIBIA,% ROBERT CLOPINE,4119 KERWOOD CT,SAN DIEGO,CA,92130-2135,0,3,3,1200,202311,1,15,0,1,1,202412.0,3,3,1,0,12,45752.0,87287.0,87287.0,P30,
934334165,HOPE FOR KIDS AND YOUTH,,1055 MUIRLANDS VISTA WAY,LA JOLLA,CA,92037-6208,0,3,3,1000,202311,1,16,0,1,1,202412.0,1,0,2,0,12,1.0,0.0,0.0,B90,
934334864,WRECKED SPORTS,,2165 HALLER ST,SAN DIEGO,CA,92104-5367,0,3,3,1000,202312,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,N70,
934340628,FRIENDS OF SUMI-E,% CINDY MORGAN,1272 MOANA DR,SAN DIEGO,CA,92107-3968,0,3,3,1200,202311,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,A20,
934345309,SACRED ROOTS FOUNDATION,,16511 MANASSAS ST,SAN DIEGO,CA,92127-4409,0,3,3,1000,202312,1,15,0,1,1,,0,0,2,0,12,,,,A23,
934350809,BATTLE BASEBALL,,690 JACKS CREEK RD,ESCONDIDO,CA,92027-5247,0,3,3,1000,202312,1,4,0,5,1,,0,0,0,1,7,,,,N63,
934358798,HOPE HORIZON FOUNDATION,% DAVID MELZER,1084 N EL CAMINO REAL SUITE B 271,ENCINITAS,CA,92024-1334,0,3,3,1000,202312,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,L81,
934377831,FOOTHILL OAK PTA,,245 VISTA VILLAGE DR,VISTA,CA,92083-4998,646,3,9,2000,194311,1,16,59035000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,
934381382,YOUTH IMPACT CORP,,5319 SWEETWATER TRL,SAN DIEGO,CA,92130-5044,0,3,3,2000,202401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O51,
934382503,SOCAL PSYCH SOLUTIONS,% ANTHONY FAM,1665 UNION ST STE A,SAN DIEGO,CA,92101-2906,0,3,3,1000,202401,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,F99,
934394985,YOUR CONNECT INC,% CURTIS HOWARD,5641 IMPERIAL AVE APT 406,SAN DIEGO,CA,92114-3974,0,3,3,1000,202405,1,15,0,1,1,,0,0,2,0,12,,,,P99,
934408098,VALLEY CENTER PRIMARY TPC,% MICHELLE AHRENS,14249 FRUITVALE RD,VALLEY CENTER,CA,92082-5907,0,3,3,1200,202406,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,B94,
934408459,ABRAHAM LINCOLN OFFICER ASSOCIATION,% GORDON NASH,2402 APERTURE CIR,SAN DIEGO,CA,92108-2629,0,3,3,1000,202506,1,16,0,5,1,,0,0,2,0,12,,,,W30,
934416782,BEAR REPUBLIC FOUNDATION,,838 G ST,SAN DIEGO,CA,92101-0000,0,3,3,1000,202401,1,16,0,1,1,,0,0,2,0,9,,,,N40,
934421551,FATHER RAFAEL DAVILA- ROSE BELIA HOME FOR CHILDREN INC,% MATT CASTILLO,1072 RED GRANITE RD,CHULA VISTA,CA,91913-0000,0,3,3,1000,202406,1,15,0,1,1,,0,0,1,0,12,,,,P76,
934429267,SELF-DETERMINATION TECH ALLIANCE,% KELLY S HOOPES,4245 10TH AVE,SAN DIEGO,CA,92103-2304,0,3,3,1000,202402,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,R23,
934439546,NATIONAL CITY GIRLS SOFTBALL INC,,1626 SWEETWATER ROAD 7645,NATIONAL CITY,CA,91950-7645,0,3,3,1200,202312,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,N63,
934449745,CBNC IN-ACTION,% CORY LITTLETON,PO BOX 153843,SAN DIEGO,CA,92195-0000,0,3,3,1000,202404,1,4,0,1,1,,0,0,0,1,3,,,,P20,
934475233,PROGRESSIVE LABOR ALLIANCE EDUCATION AND ADVOCACY FUND,% LUCAS OCONNOR,3737 CAMINO DEL RIO S STE 202,SAN DIEGO,CA,92108-4008,0,3,3,2000,202410,1,15,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,J01,
934485544,LUCKY HEARTS FOUNDATION,,518 MARY LN,EL CAJON,CA,92021-0000,0,3,3,1000,202405,1,16,0,1,1,,0,0,2,0,12,,,,P20,
934487447,CHEF ANGELS,% LENA GOLDBERG,555 W C ST STE 103,SAN DIEGO,CA,92101-8470,0,3,3,1000,202401,1,16,0,1,1,202510.0,0,0,2,0,10,0.0,0.0,0.0,O99,
934497580,DHARMA CENTER OF TRIKAYA BUDDHISM,,5059 NEWPORT AVE STE 303,SAN DIEGO,CA,92107-3082,0,3,3,7000,202406,1,10,0,1,1,,0,0,6,0,12,,,,X50,
934502362,KEVIN PRATTE FOUNDATION,,1431 PACIFIC HWY UNIT 714,SAN DIEGO,CA,92101-8328,0,3,3,2000,202401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N20,
934509082,PARK TAKEOVER,,6313 KIMMY CT,SAN DIEGO,CA,92114-5629,0,3,3,1200,202406,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A23,
934512202,ROYAL GUARDIAN PARTY,% MOHAMMAD FATEHI,3501 1ST AVE APT 1,SAN DIEGO,CA,92103-4859,0,3,3,1000,202602,1,4,0,5,1,,0,0,0,1,12,,,,S01,
934517554,WILDLIFE CONNECTION,,6321 CELIA VISTA DR,SAN DIEGO,CA,92115-6731,0,3,3,1000,202501,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D30,
934519001,HUY & UYEN LITTLE FAMILY FOUNDATION,% HUY VU,13608 CARRIAGE RD,POWAY,CA,92064-3708,0,3,3,1235,202312,1,4,0,2,1,202412.0,2,2,0,1,12,18660.0,15822.0,,T20,
934521122,ORANGE WAVE FOUNDATION,,9201 SPECTRUM CENTER BLVD,SAN DIEGO,CA,92123-1407,0,3,3,1000,202407,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,J05,
934521936,DWELLING ON CARBON,,4672 EL CERRITO DR,SAN DIEGO,CA,92115-3745,0,3,3,1000,202401,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C60,
934532200,URBAN WOOD HUB,,3041 MYRTLE AVE,SAN DIEGO,CA,92104-4250,0,3,3,1000,202312,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C03,
934539070,TWO SANDWICHES,% BLAINE VICE,955 LA RUE AVE,FALLBROOK,CA,92028-3562,0,3,3,1000,202404,1,4,0,1,1,202412.0,2,3,0,1,12,23884.0,31088.0,,L40,
934539730,HOTEP HENNY,,9920 PACIFIC HEIGHTS BLVD,SAN DIEGO,CA,92121-4396,0,3,3,1400,202401,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
934558169,ALCOHOL AND DRUG SERVICE PROVIDER ASSOCIATION INC,,1777 BUCKMAN SPRINGS RD,CAMPO,CA,91906-2022,0,3,3,1200,202312,1,16,0,1,1,202306.0,0,0,2,0,6,0.0,0.0,0.0,,
934559828,HOPEKCC INC,,4838 PORTOLA CT,CARLSBAD,CA,92010-5601,0,3,3,1280,202401,1,16,0,1,1,202410.0,0,0,2,0,10,0.0,0.0,0.0,U41,
934570680,I-SPARK ENRICHMENT,% HENGPIN HSIUNG,11663 MIRO CIR,SAN DIEGO,CA,92131-3320,0,3,3,1200,202402,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,
934573167,ONELOVE FOUNDATION,% CHER PARKER,118 LITTLE OAKS RD,ENCINITAS,CA,92024-3113,0,3,3,1000,202401,1,15,0,1,1,,0,0,1,0,12,,,,P99,
934589829,SEE AND SEA CULTURE FOUNDATION,,4611 JANET PL,SAN DIEGO,CA,92115-1909,0,3,3,1000,202312,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A99,
